name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
ngc1686,4,52,54.66,-15,20,47.3
ngc1687,4,51,21.37,-33,56,20.5
ngc1688,4,48,23.79,-59,48,1.2
ngc1689,4,48,37.14,-6,19,11.9
ngc1690,4,54,19.26,1,38,25.3
ngc1691,4,54,38.34,3,16,4.7
ngc1692,4,55,23.73,-20,34,16.2
ngc1693,4,47,38.77,-69,20,37.1
ngc1694,4,55,16.82,-4,39,9.6
ngc1695,4,47,44.48,-69,22,25.5
ngc1696,4,48,29.97,-68,14,34.3
ngc1697,4,48,35.81,-68,33,30.4
ngc1698,4,49,5.05,-69,6,54.3
ngc1699,4,56,59.63,-4,45,24.7
ngc1700,4,56,56.31,-4,51,56.8
ngc1701,4,55,51.13,-29,53,0.4
ngc1702,4,49,27.68,-69,51,2.8
ngc1703,4,52,52.15,-59,44,32.1
ngc1704,4,49,55.46,-69,45,22.7
ngc1705,4,54,13.5,-53,21,39.8
ngc1706,4,52,31.02,-62,59,8.8
ngc1707,4,58,20.61,8,14,18.1
ngc1708,5,3,21.88,52,49,55.5
ngc1709,4,58,44.03,-0,28,41.7
ngc1710,4,57,17.07,-15,17,20.4
ngc1711,4,50,36.13,-69,59,7.6
ngc1712,4,50,58.43,-69,24,27.0
ngc1713,4,58,54.61,-0,29,20.1
ngc1714,4,52,8.85,-66,55,24.2
ngc1715,4,52,10.48,-66,54,31.3
ngc1716,4,58,13.32,-20,21,48.9
ngc1717,4,58,31.46,-0,34,28.8
ngc1718,4,52,25.39,-67,3,2.4
ngc1719,4,59,34.63,-0,15,37.5
ngc1720,4,59,20.63,-7,51,32.3
ngc1721,4,59,17.4,-11,7,7.4
ngc1722,4,52,0.6,-69,22,30.0
ngc1723,4,59,25.89,-10,58,50.5
ngc1724,5,3,32.32,49,29,30.4
ngc1725,4,59,22.89,-11,7,56.3
ngc1726,4,59,41.9,-7,45,18.9
ngc1727,4,52,12.77,-69,20,20.1
ngc1728,4,59,27.73,-11,7,22.6
ngc1729,5,0,15.69,-3,21,9.0
ngc1730,4,59,31.83,-15,49,25.1
ngc1731,4,53,32.09,-66,55,31.0
ngc1732,4,53,10.59,-68,39,0.0
ngc1733,4,54,4.75,-66,40,57.3
ngc1734,4,53,33.49,-68,46,7.6
ngc1735,4,54,19.66,-67,5,58.4
ngc1736,4,53,1.55,-68,3,11.2
ngc1737,4,53,59.71,-69,10,28.4
ngc1738,5,1,46.7,-18,9,25.4
ngc1739,5,1,47.34,-18,10,0.5
ngc1740,5,1,54.8,-3,17,46.8
ngc1741,5,1,38.3,-4,15,25.2
ngc1741b,5,1,36.2,-4,15,43.0
ngc1742,5,1,59.33,-3,17,41.9
ngc1743,4,54,2.67,-69,11,55.0
ngc1744,4,59,57.8,-26,1,20.0
ngc1745,4,54,20.62,-69,9,32.0
ngc1746,5,3,50.19,23,46,3.5
ngc1747,4,55,10.98,-67,10,8.0
ngc1748,4,54,25.97,-69,11,2.8
ngc1749,4,54,56.06,-68,11,19.2
ngc1750,5,4,0.03,23,38,44.8
ngc1751,4,54,12.58,-69,48,21.0
ngc1752,5,2,9.49,-8,14,27.1
ngc1753,5,2,32.34,-3,20,39.6
ngc1754,4,54,18.95,-70,26,32.9
ngc1755,4,55,14.87,-68,12,14.6
ngc1756,4,54,49.83,-69,14,15.5
ngc1757,5,2,39.36,-4,43,22.6
ngc1758,5,4,42.24,23,46,53.9
ngc1759,5,0,49.04,-38,40,26.0
ngc1760,4,56,44.37,-66,31,38.4
ngc1761,4,56,37.73,-66,28,43.9
ngc1762,5,3,37.03,1,34,24.0
ngc1763,4,56,49.19,-66,24,32.7
ngc1764,4,56,27.72,-67,41,37.5
ngc1765,4,58,24.16,-62,1,42.2
ngc1766,4,55,57.6,-70,13,30.2
ngc1767,4,56,27.3,-69,24,2.0
ngc1768,4,57,0.16,-68,14,58.0
ngc1769,4,57,47.37,-66,28,8.7
ngc1770,4,57,15.71,-68,25,5.1
ngc1771,4,58,55.72,-63,17,53.6
ngc1772,4,56,52.79,-69,33,21.8
ngc1773,4,58,12.03,-66,21,36.4
ngc1774,4,58,6.88,-67,14,32.4
ngc1775,4,56,54.78,-70,25,55.2
ngc1776,4,58,39.72,-66,25,46.5
ngc1777,4,55,47.66,-74,17,7.3
ngc1778,5,8,5.7,37,1,22.2
ngc1779,5,5,18.07,-9,8,49.7
ngc1780,5,6,20.71,-19,28,0.0
ngc1781,5,7,55.03,-18,11,23.7
ngc1782,4,57,51.09,-69,23,31.9
ngc1783,4,59,8.81,-65,59,14.2
ngc1784,5,5,27.1,-11,52,17.5
ngc1785,4,58,44.96,-68,49,29.5
ngc1786,4,59,7.82,-67,44,42.8
ngc1787,5,1,44.41,-65,49,23.9
ngc1788,5,6,53.22,-3,20,27.5
ngc1789,4,57,51.68,-71,54,7.1
ngc1790,5,10,56.22,52,3,35.3
ngc1791,4,59,6.48,-70,10,7.5
ngc1792,5,5,14.45,-37,58,50.7
ngc1793,4,59,38.21,-69,33,27.5
ngc1794,5,7,55.03,-18,11,23.7
ngc1795,4,59,46.9,-69,48,4.2
ngc1796,5,2,42.55,-61,8,24.2
ngc1796a,5,5,3.0,-61,29,4.0
ngc1796b,5,7,54.9,-61,11,28.0
ngc1797,5,7,44.88,-8,1,8.7
ngc1798,5,11,39.32,47,41,43.8
ngc1799,5,7,44.62,-7,58,9.4
ngc1800,5,6,25.72,-31,57,15.2
ngc1801,5,0,34.51,-69,36,49.5
ngc1802,5,10,12.87,24,7,30.5
ngc1803,5,5,26.58,-49,34,4.6
ngc1804,5,1,3.26,-69,4,57.3
ngc1805,5,2,21.32,-66,6,44.1
ngc1806,5,2,12.37,-67,59,8.7
ngc1807,5,10,45.03,16,30,45.9
ngc1808,5,7,42.34,-37,30,47.0
ngc1809,5,2,5.01,-69,34,5.8
ngc1810,5,3,23.27,-66,22,54.5
ngc1811,5,8,42.74,-29,16,33.5
ngc1812,5,8,52.91,-29,15,4.5
ngc1813,5,2,40.28,-70,19,4.6
ngc1814,5,3,46.46,-67,18,2.4
ngc1815,5,2,27.25,-70,37,15.8
ngc1816,5,3,50.75,-67,15,38.7
ngc1817,5,12,26.27,16,41,2.7
ngc1818,5,4,14.76,-66,26,4.2
ngc1819,5,11,46.14,5,12,2.2
ngc1820,5,4,1.68,-67,15,57.4
ngc1821,5,11,46.1,-15,8,4.7
ngc1822,5,5,9.2,-66,12,38.0
ngc1823,5,3,24.96,-70,20,7.8
ngc1824,5,6,56.2,-59,43,26.3
ngc1825,5,4,19.04,-68,55,35.1
ngc1826,5,5,33.29,-66,13,47.1
ngc1827,5,10,4.6,-36,57,36.9
ngc1828,5,4,20.88,-69,23,17.4
ngc1829,5,5,0.0,-68,3,33.3
ngc1830,5,4,38.27,-69,20,24.6
ngc1831,5,6,16.72,-64,55,3.0
ngc1832,5,12,3.33,-15,41,16.1
ngc1833,5,4,24.51,-70,43,41.0
ngc1834,5,5,11.38,-69,12,26.9
ngc1835,5,5,6.58,-69,24,13.9
ngc1836,5,5,34.42,-68,37,40.4
ngc1837,5,4,55.8,-70,42,50.4
ngc1838,5,6,7.88,-68,26,42.7
ngc1839,5,6,2.35,-68,37,36.4
ngc1840,5,5,19.16,-71,45,46.4
ngc1841,4,45,23.35,-83,59,56.6
ngc1842,5,7,18.1,-67,16,23.4
ngc1843,5,14,6.02,-10,37,37.3
ngc1844,5,7,30.68,-67,19,24.3
ngc1845,5,5,45.01,-70,34,53.8
ngc1846,5,7,33.94,-67,27,41.3
ngc1847,5,7,8.16,-68,58,17.2
ngc1848,5,7,27.16,-71,11,43.3
ngc1849,5,9,34.81,-66,18,56.9
ngc1850,5,8,44.73,-68,45,42.0
ngc1851,5,14,6.73,-40,2,47.8
ngc1852,5,9,23.79,-67,46,34.5
ngc1853,5,12,16.52,-57,23,56.5
ngc1854,5,9,19.89,-68,50,50.5
ngc1855,5,9,16.91,-68,50,44.3
ngc1856,5,9,29.37,-69,7,39.3
ngc1857,5,20,5.56,39,20,37.0
ngc1858,5,9,51.94,-68,53,28.5
ngc1859,5,11,31.79,-65,14,59.0
ngc1860,5,10,39.51,-68,45,8.1
ngc1861,5,10,22.14,-70,46,37.6
ngc1862,5,12,34.54,-66,9,15.7
ngc1863,5,11,39.58,-68,43,36.4
ngc1864,5,12,40.6,-67,37,16.5
ngc1865,5,12,25.08,-68,46,15.7
ngc1866,5,13,39.1,-65,27,56.1
ngc1867,5,13,42.26,-66,17,31.0
ngc1868,5,14,36.3,-63,57,16.2
ngc1869,5,13,56.32,-67,22,45.8
ngc1870,5,13,9.9,-69,7,1.0
ngc1871,5,13,51.76,-67,27,9.5
ngc1872,5,13,10.77,-69,18,41.7
ngc1873,5,13,55.67,-67,20,3.7
ngc1874,5,13,11.66,-69,22,34.4
ngc1875,5,21,45.76,6,41,19.9
ngc1876,5,13,18.63,-69,21,43.7
ngc1877,5,13,38.84,-69,23,1.6
ngc1878,5,12,50.91,-70,28,18.1
ngc1879,5,19,48.23,-32,8,33.9
ngc1880,5,13,25.18,-69,22,46.0
ngc1881,5,13,37.17,-69,17,57.0
ngc1882,5,15,33.33,-66,7,46.4
ngc1883,5,25,54.2,46,29,24.5
ngc1884,5,15,58.04,-66,9,48.2
ngc1885,5,15,5.86,-68,58,39.2
ngc1886,5,21,48.15,-23,48,36.5
ngc1887,5,16,5.93,-66,19,6.8
ngc1888,5,22,34.45,-11,29,58.3
ngc1889,5,22,35.3,-11,29,49.0
ngc1890,5,13,45.83,-72,4,40.7
ngc1891,5,21,44.22,-35,47,21.5
ngc1892,5,17,9.05,-64,57,35.1
ngc1893,5,22,44.14,33,24,43.3
ngc1894,5,15,51.27,-69,28,6.7
ngc1895,5,16,51.59,-67,19,46.5
ngc1896,5,25,34.68,29,15,36.8
ngc1897,5,17,31.28,-67,27,3.6
ngc1898,5,16,42.38,-69,39,22.4
ngc1899,5,17,48.67,-67,54,2.6
ngc1900,5,19,9.38,-63,1,25.3
ngc1901,5,18,15.16,-68,26,10.7
ngc1902,5,18,19.14,-66,37,38.7
ngc1903,5,17,22.3,-69,20,7.1
ngc1904,5,24,10.59,-24,31,27.2
ngc1905,5,18,23.71,-67,16,41.4
ngc1906,5,24,47.1,-15,56,35.9
ngc1907,5,28,4.55,35,19,32.4
ngc1908,5,25,53.8,-2,31,44.0
ngc1909,5,4,55.44,-7,15,56.3
ngc1910,5,18,43.07,-69,13,54.9
ngc1911,5,19,26.88,-66,41,3.3
ngc1912,5,28,42.49,35,51,17.7
ngc1913,5,18,19.29,-69,32,11.3
ngc1914,5,17,39.76,-71,15,21.1
ngc1915,5,19,42.24,-66,49,17.5
ngc1916,5,18,36.47,-69,24,24.5
ngc1917,5,19,1.97,-68,59,56.3
ngc1918,5,19,6.99,-69,39,44.8
ngc1919,5,20,19.05,-66,53,28.1
ngc1920,5,20,33.5,-66,46,43.4
ngc1921,5,19,22.75,-69,47,15.9
ngc1922,5,19,48.92,-69,26,53.7
ngc1923,5,21,34.06,-65,29,12.2
ngc1924,5,28,1.93,-5,18,38.7
ngc1925,5,21,43.96,-65,47,37.0
ngc1926,5,20,35.43,-69,31,31.0
ngc1927,5,28,42.98,-8,22,38.4
ngc1928,5,20,56.5,-69,28,40.6
ngc1929,5,21,36.03,-67,54,43.4
ngc1930,5,25,56.8,-46,43,42.5
ngc1931,5,31,25.35,34,14,47.6
ngc1932,5,22,17.24,-66,9,15.6
ngc1933,5,22,27.32,-66,9,7.8
ngc1934,5,21,47.89,-67,56,13.8
ngc1935,5,21,58.71,-67,57,26.6
ngc1936,5,22,13.96,-67,58,41.9
ngc1937,5,22,29.16,-67,53,40.8
ngc1938,5,21,24.71,-69,56,21.8
ngc1939,5,21,26.61,-69,56,59.1
ngc1940,5,22,43.74,-67,11,11.6
ngc1941,5,23,7.7,-66,22,43.1
ngc1942,5,24,44.54,-63,56,31.6
ngc1943,5,22,28.74,-70,9,17.5
ngc1944,5,21,57.43,-72,29,38.7
ngc1945,5,24,54.96,-66,27,26.9
ngc1946,5,25,16.38,-66,23,40.4
ngc1947,5,26,47.61,-63,45,36.1
ngc1948,5,25,46.24,-66,16,0.5
ngc1949,5,25,4.83,-68,28,21.1
ngc1950,5,24,32.99,-69,54,8.3
ngc1951,5,26,6.82,-66,35,50.1
ngc1952,5,34,31.97,22,0,52.1
ngc1953,5,25,27.81,-68,50,17.9
ngc1954,5,32,48.33,-14,3,46.0
ngc1955,5,26,9.96,-67,29,50.6
ngc1956,5,19,35.32,-77,43,43.2
ngc1957,5,32,55.2,-14,7,59.3
ngc1958,5,25,30.52,-69,50,12.4
ngc1959,5,25,36.63,-69,55,36.9
ngc1960,5,36,17.74,34,8,26.7
ngc1961,5,42,4.65,69,22,42.4
ngc1962,5,26,17.73,-68,50,15.5
ngc1963,5,32,16.83,-36,23,55.1
ngc1964,5,33,21.76,-21,56,44.8
ngc1965,5,26,31.26,-68,48,19.7
ngc1966,5,26,45.84,-68,49,11.5
ngc1967,5,26,43.31,-69,6,5.5
ngc1968,5,27,22.11,-67,27,49.8
ngc1969,5,26,32.36,-69,50,28.9
ngc1970,5,26,52.67,-68,50,12.0
ngc1971,5,26,45.24,-69,51,5.8
ngc1972,5,26,47.36,-69,50,18.0
ngc1973,5,35,4.78,-4,43,54.4
ngc1974,5,27,59.02,-67,25,26.9
ngc1975,5,35,17.88,-4,41,6.8
ngc1976,5,35,16.48,-5,23,22.8
ngc1977,5,35,15.8,-4,50,39.6
ngc1978,5,28,45.13,-66,14,9.3
ngc1979,5,34,1.11,-23,18,36.3
ngc1980,5,35,25.99,-5,54,35.6
ngc1981,5,35,9.59,-4,25,30.2
ngc1982,5,35,31.38,-5,16,2.9
ngc1983,5,27,44.25,-68,59,9.8
ngc1984,5,27,40.91,-69,8,3.6
ngc1985,5,37,47.81,31,59,19.8
ngc1986,5,27,38.08,-69,58,25.1
ngc1987,5,27,17.15,-70,44,14.5
ngc1988,5,37,26.49,21,13,5.7
ngc1989,5,34,23.42,-30,48,3.8
ngc1990,5,36,12.82,-1,12,6.9
ngc1991,5,27,59.02,-67,25,26.9
ngc1992,5,34,31.77,-30,53,49.2
ngc1993,5,35,25.57,-17,48,55.1
ngc1994,5,28,21.77,-69,8,30.6
ngc1995,5,33,3.34,-48,40,30.5
ngc1996,5,38,18.88,25,49,23.4
ngc1997,5,30,34.7,-63,11,58.3
ngc1998,5,33,15.76,-48,41,44.2
ngc1999,5,36,25.35,-6,42,57.1
ngc2000,5,27,29.24,-71,52,45.8
ngc2001,5,29,2.06,-68,46,9.4
ngc2002,5,30,20.7,-66,53,6.0
ngc2003,5,30,55.2,-66,27,59.6
ngc2004,5,30,42.75,-67,17,11.2
ngc2005,5,30,10.85,-69,45,8.7
ngc2006,5,31,21.0,-66,57,55.0
ngc2007,5,34,59.17,-50,55,18.1
ngc2008,5,35,3.81,-50,58,0.4
ngc2009,5,30,59.16,-69,10,54.0
ngc2010,5,30,34.93,-70,49,10.8
ngc2011,5,32,20.21,-67,31,23.3
ngc2012,5,22,35.35,-79,51,6.5
ngc2013,5,44,1.67,55,47,36.9
ngc2014,5,32,19.87,-67,41,23.4
ngc2015,5,32,6.49,-69,14,34.9
ngc2016,5,31,38.82,-69,56,45.1
ngc2017,5,39,16.31,-17,50,54.6
ngc2018,5,31,24.89,-71,4,8.6
ngc2019,5,31,56.66,-70,9,34.5
ngc2020,5,33,12.59,-67,42,57.2
ngc2021,5,33,30.67,-67,27,10.4
ngc2022,5,42,6.21,9,5,11.5
ngc2023,5,41,38.39,-2,15,32.5
ngc2024,5,41,42.57,-1,51,22.6
ngc2025,5,32,33.64,-71,42,55.8
ngc2026,5,43,10.15,20,8,20.0
ngc2027,5,34,59.71,-66,54,58.7
ngc2028,5,33,48.57,-69,57,6.5
ngc2029,5,35,40.66,-66,2,6.0
ngc2030,5,34,59.74,-67,33,22.9
ngc2031,5,33,41.82,-70,59,12.4
ngc2032,5,35,20.62,-67,34,6.4
ngc2033,5,34,30.7,-69,46,48.5
ngc2034,5,35,32.77,-66,54,13.1
ngc2035,5,35,31.2,-67,35,3.0
ngc2036,5,34,31.39,-70,3,51.7
ngc2037,5,35,0.63,-69,43,53.7
ngc2038,5,34,42.27,-70,33,46.6
ngc2039,5,44,0.91,8,41,27.8
ngc2040,5,36,5.93,-67,34,6.8
ngc2041,5,36,28.05,-66,59,23.2
ngc2042,5,36,9.58,-68,55,24.4
ngc2043,5,35,57.18,-70,4,27.9
ngc2044,5,36,6.18,-69,11,55.2
ngc2045,5,45,1.3,12,53,18.1
ngc2046,5,35,37.53,-70,14,26.5
ngc2047,5,35,52.99,-70,11,33.6
ngc2048,5,35,55.59,-69,38,54.7
ngc2049,5,43,15.31,-30,4,42.2
ngc2050,5,36,38.82,-69,23,0.7
ngc2051,5,36,7.34,-71,0,41.0
ngc2052,5,37,11.05,-69,46,27.1
ngc2053,5,37,39.7,-67,24,46.5
ngc2054,5,45,15.38,-10,4,59.3
ngc2055,5,36,44.73,-69,29,55.1
ngc2056,5,36,33.97,-70,40,18.8
ngc2057,5,36,55.14,-70,16,8.2
ngc2058,5,36,54.22,-70,9,44.1
ngc2059,5,37,0.55,-70,7,44.5
ngc2060,5,37,46.9,-69,10,18.0
ngc2061,5,42,41.77,-34,0,34.3
ngc2062,5,40,2.7,-66,52,32.7
ngc2063,5,46,43.03,8,46,52.0
ngc2064,5,46,18.39,0,0,21.4
ngc2065,5,37,38.42,-70,14,11.3
ngc2066,5,37,43.12,-70,9,59.6
ngc2067,5,46,31.88,0,7,52.5
ngc2068,5,46,45.82,0,4,45.5
ngc2069,5,38,46.44,-68,58,27.8
ngc2070,5,38,42.36,-69,6,3.2
ngc2071,5,47,7.26,0,17,39.3
ngc2072,5,38,24.39,-70,14,2.6
ngc2073,5,45,53.91,-21,59,56.9
ngc2074,5,39,3.58,-69,29,53.2
ngc2075,5,38,21.35,-70,41,6.1
ngc2076,5,46,47.46,-16,46,57.4
ngc2077,5,39,36.02,-69,39,25.6
ngc2078,5,39,39.45,-69,44,35.4
ngc2079,5,39,37.6,-69,45,25.9
ngc2080,5,39,45.82,-69,38,38.8
ngc2081,5,39,59.39,-69,24,21.2
ngc2082,5,41,51.12,-64,18,4.1
ngc2083,5,39,59.22,-69,44,15.3
ngc2084,5,40,7.0,-69,45,33.9
ngc2085,5,40,9.83,-69,40,22.1
ngc2086,5,40,12.88,-69,40,4.3
ngc2087,5,44,16.03,-55,31,56.8
ngc2088,5,40,59.81,-68,27,55.3
ngc2089,5,47,51.43,-17,36,8.6
ngc2090,5,47,1.89,-34,15,2.2
ngc2091,5,40,58.04,-69,26,13.5
ngc2092,5,41,22.0,-69,13,27.2
ngc2093,5,41,49.74,-68,55,17.1
ngc2094,5,42,8.85,-68,21,49.6
ngc2095,5,42,36.16,-67,19,8.0
ngc2096,5,42,17.8,-68,27,31.0
ngc2097,5,44,16.02,-62,47,8.2
ngc2098,5,42,31.03,-68,16,23.4
ngc2099,5,52,18.35,32,33,10.8
ngc2100,5,42,9.07,-69,12,42.6
ngc2101,5,46,24.17,-52,5,18.7
ngc2102,5,42,20.49,-69,29,13.5
ngc2103,5,41,40.35,-71,19,59.3
ngc2104,5,47,4.73,-51,33,10.5
ngc2105,5,44,19.18,-66,55,3.4
ngc2106,5,50,46.63,-21,34,2.1
ngc2107,5,43,12.88,-70,38,23.8
ngc2108,5,43,56.87,-69,10,55.6
ngc2109,5,44,22.92,-68,32,52.1
ngc2110,5,52,11.38,-7,27,22.4
ngc2111,5,44,32.99,-70,59,35.7
ngc2112,5,53,45.21,0,24,38.9
ngc2113,5,45,24.57,-69,46,27.0
ngc2114,5,46,12.11,-68,2,53.9
ngc2115,5,51,20.7,-50,35,15.0
ngc2115a,5,51,19.82,-50,34,58.3
ngc2115b,5,51,21.21,-50,35,33.0
ngc2116,5,47,15.16,-68,30,28.6
ngc2117,5,47,45.92,-67,27,0.6
ngc2118,5,47,39.57,-69,7,54.6
ngc2119,5,57,26.95,11,56,57.1
ngc2120,5,50,34.61,-63,40,39.4
ngc2121,5,48,12.84,-71,28,47.2
ngc2122,5,48,52.51,-70,4,12.3
ngc2123,5,51,43.32,-65,19,17.3
ngc2124,5,57,52.23,-20,5,4.7
ngc2125,5,50,54.23,-69,28,44.9
ngc2126,6,2,32.98,49,51,57.3
ngc2127,5,51,21.28,-69,21,32.6
ngc2128,6,4,34.23,57,37,39.9
ngc2129,6,1,6.54,23,19,19.8
ngc2130,5,52,23.72,-67,20,2.8
ngc2131,5,58,47.52,-26,39,10.8
ngc2132,5,55,44.32,-59,55,39.8
ngc2133,5,51,28.72,-71,10,30.1
ngc2134,5,51,57.7,-71,5,51.3
ngc2135,5,53,35.43,-67,25,46.3
ngc2136,5,52,57.75,-69,29,33.9
ngc2137,5,53,13.15,-69,28,55.1
ngc2138,5,54,50.18,-65,50,13.6
ngc2139,6,1,7.81,-23,40,21.5
ngc2140,5,54,16.18,-68,35,59.4
ngc2141,6,2,55.06,10,26,47.3
ngc2142,6,1,50.43,-10,35,52.6
ngc2143,6,3,1.56,5,49,52.6
ngc2144,5,40,57.19,-82,7,9.8
ngc2145,5,54,23.06,-70,54,3.7
ngc2146,6,18,37.71,78,21,25.3
ngc2146a,6,23,55.2,78,31,48.4
ngc2147,5,55,45.6,-68,12,5.7
ngc2148,5,58,45.85,-59,7,33.4
ngc2149,6,3,30.79,-9,43,50.1
ngc2150,5,55,46.34,-69,33,38.9
ngc2151,5,56,20.44,-69,1,2.5
ngc2152,6,0,55.29,-50,44,27.3
ngc2153,5,57,51.72,-66,24,2.4
ngc2154,5,57,37.49,-67,15,49.6
ngc2155,5,58,33.21,-65,28,35.3
ngc2156,5,57,49.68,-68,27,38.9
ngc2157,5,57,34.78,-69,11,50.0
ngc2158,6,7,25.61,24,5,46.2
ngc2159,5,58,3.88,-68,37,22.5
ngc2160,5,58,12.84,-68,17,22.5
ngc2161,5,55,43.06,-74,21,14.2
ngc2162,6,0,30.17,-63,43,17.2
ngc2163,6,7,49.54,18,39,26.8
ngc2164,5,58,56.26,-68,30,57.2
ngc2165,6,11,4.21,51,40,38.3
ngc2166,5,59,34.14,-67,56,32.4
ngc2167,6,6,58.56,-6,12,9.5
ngc2168,6,9,5.06,24,20,19.1
ngc2169,6,8,24.35,13,57,53.5
ngc2170,6,7,31.82,-6,23,57.5
ngc2171,5,58,59.64,-70,43,8.8
ngc2172,6,0,5.84,-68,38,12.9
ngc2173,5,57,58.88,-72,58,28.3
ngc2174,6,9,23.62,20,39,34.5
ngc2175,6,9,39.55,20,29,15.3
ngc2176,6,1,19.38,-66,51,11.7
ngc2177,6,1,16.49,-67,43,59.7
ngc2178,6,2,47.58,-63,45,49.3
ngc2179,6,8,2.22,-21,44,48.1
ngc2180,6,9,36.25,4,42,41.8
ngc2181,6,2,43.66,-65,15,53.5
ngc2182,6,9,30.95,-6,19,35.2
ngc2183,6,10,46.93,-6,12,42.6
ngc2184,6,10,59.67,-3,29,42.6
ngc2185,6,11,0.47,-6,13,36.7
ngc2186,6,12,7.13,5,27,30.9
ngc2187,6,3,48.5,-69,35,0.0
ngc2187a,6,3,44.25,-69,35,17.9
ngc2187b,6,3,52.42,-69,34,38.8
ngc2188,6,10,9.53,-34,6,22.3
ngc2189,6,12,9.99,1,3,57.5
ngc2190,6,1,1.79,-74,43,31.5
ngc2191,6,8,23.87,-52,30,44.3
ngc2192,6,15,17.43,39,51,18.8
ngc2193,6,6,17.52,-65,5,55.6
ngc2194,6,13,45.91,12,48,24.0
ngc2195,6,14,33.81,17,38,21.8
ngc2196,6,12,9.65,-21,48,21.4
ngc2197,6,6,7.31,-67,5,50.0
ngc2198,6,13,54.91,0,59,40.8
ngc2199,6,4,44.95,-73,23,59.4
ngc2200,6,13,17.58,-43,39,47.4
ngc2201,6,13,31.61,-43,42,17.0
ngc2202,6,16,50.75,5,59,46.2
ngc2203,6,4,42.55,-75,26,18.3
ngc2204,6,15,32.22,-18,39,57.1
ngc2205,6,10,32.73,-62,32,18.3
ngc2206,6,15,59.84,-26,45,55.7
ngc2207,6,16,22.03,-21,22,21.6
ngc2208,6,22,34.68,51,54,34.1
ngc2209,6,8,35.91,-73,50,18.3
ngc2210,6,11,31.36,-69,7,17.0
ngc2211,6,18,30.36,-18,32,14.2
ngc2212,6,18,35.76,-18,31,10.1
ngc2213,6,10,41.94,-71,31,42.4
ngc2214,6,12,56.93,-68,15,38.6
ngc2215,6,20,49.25,-7,17,1.6
ngc2216,6,21,30.74,-22,5,14.8
ngc2217,6,21,39.78,-27,14,1.5
ngc2218,6,24,41.49,19,20,28.7
ngc2219,6,23,44.32,-4,40,38.2
ngc2220,6,21,10.76,-44,45,35.2
ngc2221,6,20,15.72,-57,34,42.3
ngc2222,6,20,17.06,-57,32,4.1
ngc2223,6,24,35.91,-22,50,17.7
ngc2224,6,27,28.59,12,35,36.2
ngc2225,6,26,34.49,-9,37,50.7
ngc2226,6,26,37.58,-9,38,34.0
ngc2227,6,25,57.98,-22,0,17.4
ngc2228,6,21,15.54,-64,27,31.8
ngc2229,6,21,23.68,-64,57,24.0
ngc2230,6,21,27.56,-64,59,34.0
ngc2231,6,20,42.97,-67,31,6.6
ngc2232,6,28,1.13,-4,50,50.8
ngc2233,6,21,40.06,-65,2,0.1
ngc2234,6,29,21.68,16,43,22.3
ngc2235,6,22,21.91,-64,56,3.9
ngc2236,6,29,39.7,6,49,50.5
ngc2237,6,30,54.61,5,2,57.0
ngc2238,6,30,40.37,5,0,47.0
ngc2239,6,31,55.56,4,56,34.6
ngc2240,6,33,10.55,35,15,0.7
ngc2241,6,22,51.36,-68,55,31.4
ngc2242,6,34,7.24,44,46,37.3
ngc2243,6,29,34.48,-31,16,52.8
ngc2244,6,31,55.56,4,56,34.6
ngc2245,6,32,41.25,10,9,23.9
ngc2246,6,32,33.8,5,7,41.8
ngc2247,6,33,5.2,10,19,20.1
ngc2248,6,34,35.75,26,18,16.0
ngc2249,6,25,49.57,-68,55,11.2
ngc2250,6,33,49.88,-5,5,4.0
ngc2251,6,34,38.48,8,21,59.0
ngc2252,6,34,42.97,5,21,58.5
ngc2253,6,43,41.84,65,12,22.6
ngc2254,6,35,49.66,7,40,23.8
ngc2255,6,33,58.63,-34,48,45.3
ngc2256,6,47,13.97,74,14,11.5
ngc2257,6,30,13.86,-64,19,32.2
ngc2258,6,47,45.8,74,28,54.0
ngc2259,6,38,21.44,10,53,1.0
ngc2260,6,38,3.07,-1,28,22.2
ngc2261,6,39,9.51,8,44,39.6
ngc2262,6,39,38.08,1,8,37.1
ngc2263,6,38,28.84,-24,50,55.3
ngc2264,6,40,58.25,9,53,43.7
ngc2265,6,41,41.64,11,54,16.7
ngc2266,6,43,19.21,26,58,10.4
ngc2267,6,40,51.7,-32,28,56.2
ngc2268,7,14,17.44,84,22,56.2
ngc2269,6,43,17.08,4,37,27.5
ngc2270,6,43,57.76,3,28,42.6
ngc2271,6,42,52.99,-23,28,33.6
ngc2272,6,42,41.3,-27,27,34.2
ngc2273,6,50,8.66,60,50,44.9
ngc2273a,6,40,7.09,60,4,50.4
ngc2273b,6,46,31.58,60,20,25.4
ngc2274,6,47,17.37,33,34,1.9
ngc2275,6,47,17.93,33,35,57.2
ngc2276,7,27,14.36,85,45,16.4
ngc2277,6,47,47.03,33,27,4.6
ngc2278,6,48,16.42,33,23,39.5
ngc2279,6,48,24.85,33,24,54.9
ngc2280,6,44,49.11,-27,38,19.0
ngc2281,6,48,17.84,41,4,43.9
ngc2282,6,46,51.57,1,18,57.6
ngc2283,6,45,52.69,-18,12,37.2
ngc2284,6,49,9.56,33,11,37.7
ngc2285,6,49,36.02,33,21,52.8
ngc2286,6,47,40.17,-3,8,51.6
