name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
pk358+03.8,17,31,12,-28,15,0
pk358+02.5,17,31,48,-28,42,0
pk016+13.1,17,31,30,-8,19,0
pk349-03.1,17,32,24,-39,51,0
pk004+06.3,17,31,54,-21,50,0
pk350-02.1,17,32,18,-37,57,0
pk359+02.5,17,32,24,-28,14,0
pk348-04.1,17,32,48,-40,58,0
pk357+01.1,17,32,48,-30,0,0
pk351-01.1,17,33,0,-36,44,0
pk357+01.2,17,33,18,-30,26,0
pk336-11.1,17,34,30,-54,29,0
pk004+06.2,17,33,36,-21,46,0
pk357+01.4,17,33,48,-30,43,0
pk359+02.6,17,34,12,-27,56,0
pk003+05.1,17,34,24,-22,53,0
pk000+03.1,17,34,54,-26,36,0
pk358+01.5,17,35,0,-29,22,0
pk343-07.1,17,35,36,-47,0,0
pk358+01.1,17,35,18,-29,3,0
pk353-01.1,17,35,24,-34,48,0
pk358+01.3,17,35,24,-29,45,0
pk349-04.1,17,35,42,-40,12,0
pk358+01.6,17,35,24,-29,22,0
pk007+07.1,17,35,6,-18,34,0
pk341-09.1,17,36,12,-49,26,0
pk001+03.1,17,35,24,-25,43,0
pk005+06.1,17,35,24,-20,57,0
pk358+01.7,17,35,36,-29,13,0
pk000+02.1,17,35,36,-27,24,0
pk003+04.1,17,35,30,-23,12,0
pk357+01.3,17,35,42,-30,22,0
pk359+02.3,17,35,48,-27,43,0
pk358+01.8,17,35,54,-28,59,0
pk002+04.1,17,36,0,-24,26,0
pk350-03.1,17,36,30,-39,22,0
pk359+02.7,17,36,12,-28,1,0
pk005+05.1,17,36,24,-21,31,0
pk358+01.4,17,37,0,-29,40,0
pk003+04.2,17,37,24,-24,4,0
pk007+06.1,17,37,18,-18,47,0
pk356-00.1,17,37,48,-32,16,0
pk000+02.3,17,37,42,-27,49,0
pk007+06.2,17,38,12,-19,38,0
pk359+01.5,17,38,30,-28,52,0
pk004+04.1,17,38,30,-22,9,0
pk359+01.1,17,38,42,-28,43,0
pk359+01.6,17,38,48,-29,9,0
pk354-01.1,17,38,54,-34,28,0
pk346-06.1,17,39,18,-44,10,0
pk359+01.3,17,39,6,-28,57,0
pk353-02.2,17,39,18,-35,47,0
pk008+06.1,17,38,54,-18,18,0
pk036+21.1,17,38,24,12,41,0
pk359+01.4,17,39,18,-28,16,0
pk358+00.1,17,39,24,-29,42,0
pk000+01.1,17,39,30,-27,28,0
pk347-06.1,17,40,6,-42,25,0
pk000+01.2,17,39,36,-27,48,0
pk355-01.2,17,40,0,-33,36,0
pk005+05.2,17,39,54,-21,15,0
pk003+03.1,17,40,12,-24,26,0
pk001+02.1,17,40,12,-26,45,0
pk355-01.1,17,40,30,-33,30,0
pk005+04.1,17,40,18,-22,20,0
pk344-08.1,17,41,6,-47,4,0
pk001+01.1,17,40,24,-27,1,0
pk353-02.1,17,40,48,-35,44,0
pk001+02.2,17,41,24,-26,3,0
pk005+04.2,17,41,36,-22,13,0
pk003+02.1,17,41,54,-24,42,0
pk003+03.2,17,42,0,-24,11,0
pk010+07.1,17,42,6,-15,56,0
pk027+16.1,17,41,42,3,7,0
pk000+01.3,17,42,24,-27,55,0
pk000+01.4,17,42,30,-27,33,0
pk002+02.1,17,42,30,-25,45,0
pk350-05.1,17,42,54,-39,36,0
pk353-03.1,17,42,54,-36,13,0
pk017+11.1,17,42,12,-8,43,0
pk001+01.3,17,42,48,-27,21,0
pk001+01.2,17,43,18,-26,44,0
pk000+01.5,17,43,24,-27,34,0
pk001+01.4,17,43,30,-26,47,0
pk006+04.1,17,43,30,-21,10,0
pk045+24.1,17,42,36,21,27,0
pk002+02.2,17,43,42,-25,36,0
pk036+20.1,17,43,6,12,21,0
pk002+01.4,17,43,54,-26,12,0
pk355-02.2,17,44,12,-34,17,0
pk355-02.1,17,44,18,-34,6,0
pk353-03.2,17,44,36,-36,14,0
pk003+02.2,17,44,36,-24,13,0
pk001+01.6,17,44,36,-26,47,0
pk352-04.1,17,45,6,-38,9,0
pk343-09.1,17,45,36,-47,44,0
pk351-04.1,17,45,12,-38,17,0
pk346-08.1,17,45,30,-44,54,0
pk011+07.1,17,44,42,-15,45,0
pk345-08.1,17,45,36,-46,5,0
pk356-01.1,17,45,12,-32,46,0
pk002+01.3,17,45,6,-25,44,0
pk001+00.2,17,45,6,-27,32,0
pk355-02.4,17,45,30,-34,34,0
pk009+05.1,17,45,12,-17,57,0
pk002+01.2,17,45,30,-25,38,0
pk001+01.5,17,45,36,-27,1,0
pk006+04.2,17,45,30,-20,58,0
pk002+01.1,17,45,42,-25,40,0
pk005+03.1,17,45,36,-23,2,0
pk001+00.3,17,45,42,-27,31,0
pk358-00.2,17,46,0,-30,12,0
pk355-02.3,17,46,6,-34,4,0
pk358-01.1,17,46,0,-31,3,0
pk051+25.1,17,45,0,27,20,0
pk008+05.1,17,46,6,-18,39,0
pk007+04.1,17,46,24,-20,14,0
pk356-02.2,17,46,48,-33,9,0
pk358-01.4,17,46,54,-30,38,0
pk356-02.3,17,47,18,-33,16,0
pk011+06.1,17,46,54,-16,17,0
pk356-02.1,17,47,30,-32,50,0
pk352-04.2,17,47,54,-37,48,0
pk004+02.2,17,47,36,-24,13,0
pk355-03.1,17,47,48,-34,8,0
pk006+03.1,17,47,36,-21,48,0
pk353-04.2,17,48,0,-36,50,0
pk006+03.2,17,47,36,-22,6,0
pk359-00.1,17,47,54,-30,0,0
pk006+03.3,17,47,48,-21,32,0
pk005+02.1,17,48,6,-22,47,0
pk355-03.4,17,48,30,-35,6,0
pk003+01.1,17,48,30,-24,41,0
pk011+05.1,17,48,18,-16,29,0
pk004+01.1,17,48,36,-24,17,0
pk006+02.1,17,48,36,-22,17,0
pk001+00.4,17,48,42,-27,26,0
pk355-03.2,17,48,54,-34,22,0
pk358-01.3,17,48,54,-31,7,0
pk355-03.3,17,49,12,-34,23,0
pk004+02.1,17,49,0,-23,43,0
pk358-01.5,17,49,18,-30,36,0
pk008+03.1,17,49,18,-20,1,0
pk353-04.1,17,49,48,-37,2,0
pk356-03.1,17,49,48,-34,1,0
pk353-05.2,17,50,12,-37,4,0
pk005+02.2,17,49,48,-23,28,0
pk356-03.5,17,50,12,-33,14,0
pk351-06.2,17,50,30,-39,41,0
pk000-01.8,17,50,12,-29,19,0
pk359-01.1,17,50,18,-30,35,0
pk000-01.1,17,50,24,-29,25,0
pk000-00.3,17,50,24,-28,33,0
pk351-06.1,17,50,48,-39,18,0
pk353-05.1,17,50,42,-37,24,0
pk332-16.1,17,51,54,-60,24,0
pk008+03.2,17,50,24,-19,54,0
pk009+04.1,17,50,24,-19,3,0
pk000-00.4,17,50,48,-28,45,0
pk000-01.9,17,50,48,-29,25,0
pk355-04.1,17,51,12,-34,56,0
pk006+02.2,17,51,0,-22,20,0
pk009+04.2,17,50,54,-18,47,0
pk000-01.14,17,51,12,-28,57,0
pk359-01.2,17,51,18,-30,24,0
pk358-02.3,17,51,24,-31,14,0
pk000-00.5,17,51,24,-28,36,0
pk358-02.4,17,51,48,-32,3,0
pk358-02.1,17,51,42,-31,36,0
pk356-03.2,17,51,48,-33,48,0
pk359-01.4,17,51,48,-30,3,0
pk351-06.3,17,52,12,-39,33,0
pk000-01.11,17,51,54,-29,31,0
pk358-02.6,17,52,0,-31,18,0
pk001-00.5,17,51,54,-27,48,0
pk359-01.3,17,52,6,-30,6,0
pk001-00.6,17,52,0,-27,37,0
pk001-00.4,17,52,12,-28,3,0
pk345-10.1,17,52,42,-46,42,0
pk010+04.1,17,52,6,-17,36,0
pk357-03.2,17,52,36,-32,46,0
pk006+02.3,17,52,24,-21,52,0
pk000-01.2,17,52,36,-29,7,0
pk359-02.2,17,52,42,-30,50,0
pk351-06.4,17,53,6,-39,25,0
pk332-16.2,17,54,12,-60,50,0
pk010+04.2,17,52,30,-17,41,0
pk355-04.2,17,53,0,-34,39,0
pk006+02.5,17,52,42,-22,22,0
pk000-01.12,17,52,54,-29,30,0
pk007+02.1,17,52,48,-21,16,0
pk001-01.6,17,53,12,-28,19,0
pk357-03.3,17,53,18,-32,41,0
pk356-03.3,17,53,18,-33,56,0
pk000-01.10,17,53,24,-29,50,0
pk000-01.7,17,53,24,-29,18,0
pk357-03.4,17,53,36,-32,59,0
pk358-02.5,17,53,36,-31,26,0
pk001-01.5,17,53,36,-28,29,0
pk000-01.5,17,53,48,-29,44,0
pk006+02.4,17,53,36,-21,59,0
pk000-01.13,17,54,0,-29,21,0
pk352-06.1,17,54,24,-39,11,0
pk036+17.1,17,53,36,10,37,0
pk356-04.1,17,54,30,-34,23,0
pk000-01.6,17,54,24,-29,37,0
pk001-01.2,17,54,36,-28,13,0
pk012+04.1,17,54,24,-15,56,0
pk014+06.1,17,54,24,-12,49,0
pk001-01.4,17,54,54,-28,48,0
pk359-02.4,17,55,6,-31,12,0
pk007+01.1,17,55,6,-21,44,0
pk000-02.2,17,55,18,-29,57,0
pk359-02.3,17,55,36,-30,33,0
pk053+24.1,17,54,24,28,0,0
pk358-03.3,17,56,0,-31,38,0
pk000-02.1,17,56,6,-29,11,0
pk001-01.3,17,56,6,-28,13,0
pk006+01.1,17,55,54,-22,59,0
pk013+05.1,17,55,48,-15,2,0
pk348-09.1,17,56,36,-43,3,0
pk013+05.2,17,55,48,-14,6,0
pk009+02.1,17,56,6,-19,29,0
pk359-03.1,17,56,24,-31,4,0
pk011+04.1,17,56,18,-16,29,0
pk356-04.2,17,57,18,-34,9,0
pk357-04.1,17,57,24,-33,35,0
pk010+03.1,17,57,6,-18,6,0
pk007+01.2,17,57,18,-21,41,0
pk000-02.5,17,57,42,-30,2,0
pk358-03.1,17,58,6,-31,43,0
pk357-04.3,17,58,12,-33,47,0
pk000-02.4,17,58,12,-29,44,0
pk359-03.2,17,58,12,-31,8,0
pk000-02.6,17,58,18,-30,0,0
pk002-02.1,17,58,24,-28,15,0
pk001-02.2,17,58,24,-29,21,0
pk357-04.2,17,58,30,-33,28,0
pk001-02.1,17,58,30,-28,33,0
pk002-01.1,17,58,30,-27,37,0
pk358-04.1,17,59,6,-32,22,0
pk349-09.1,17,59,30,-42,25,0
pk000-03.2,17,59,18,-30,3,0
pk013+04.1,17,59,0,-15,32,0
pk002-02.2,17,59,24,-28,14,0
pk358-04.2,17,59,54,-32,59,0
pk359-04.1,18,0,0,-31,54,0
pk352-07.1,18,0,12,-38,50,0
pk340-14.1,18,1,0,-52,44,0
pk356-05.1,18,0,18,-34,28,0
pk011+02.1,18,0,6,-17,41,0
pk002-02.5,18,1,0,-28,16,0
pk002-02.3,18,1,6,-27,38,0
pk357-05.1,18,1,24,-33,18,0
pk014+04.1,18,1,6,-14,30,0
pk358-05.1,18,1,42,-33,15,0
pk002-02.4,18,1,42,-28,26,0
pk096+29.1,17,58,36,66,38,0
pk356-05.2,18,2,0,-34,28,0
pk000-03.1,18,2,18,-30,14,0
pk355-06.1,18,2,30,-36,39,0
pk356-06.1,18,2,30,-35,13,0
pk001-03.3,18,2,24,-29,25,0
pk359-04.3,18,2,48,-32,10,0
pk354-07.2,18,2,54,-37,8,0
pk359-04.5,18,2,48,-31,24,0
pk003-02.4,18,2,48,-27,41,0
pk014+03.1,18,2,42,-14,42,0
pk001-03.4,18,3,6,-29,46,0
pk352-08.1,18,3,30,-39,22,0
pk003-02.2,18,3,12,-26,59,0
pk001-03.5,18,3,18,-29,51,0
pk358-05.2,18,3,24,-32,43,0
pk003-02.3,18,3,18,-27,7,0
pk358-05.5,18,3,30,-32,38,0
pk001-03.6,18,3,36,-29,46,0
pk003-02.1,18,3,36,-26,44,0
pk358-05.3,18,3,54,-32,42,0
pk359-04.2,18,3,48,-31,18,0
pk001-03.7,18,3,54,-29,52,0
pk357-06.1,18,4,6,-34,29,0
pk001-03.8,18,4,0,-29,27,0
pk359-04.4,18,4,6,-31,39,0
pk002-03.7,18,4,6,-28,28,0
pk353-08.1,18,4,36,-38,48,0
pk356-06.2,18,4,24,-34,58,0
pk002-03.2,18,4,30,-28,38,0
pk002-03.1,18,4,30,-28,22,0
pk000-04.3,18,4,42,-31,3,0
pk354-07.1,18,4,54,-37,38,0
pk358-05.4,18,5,0,-32,54,0
pk000-04.1,18,5,0,-30,59,0
pk356-06.3,18,5,18,-35,28,0
pk001-03.9,18,5,6,-29,21,0
pk010+00.1,18,5,18,-19,51,0
pk002-03.3,18,5,30,-28,22,0
pk005-01.1,18,5,24,-25,14,0
pk355-07.1,18,5,54,-36,46,0
pk357-06.2,18,6,6,-34,34,0
pk004-02.1,18,5,54,-26,30,0
pk002-03.4,18,6,6,-28,17,0
pk002-03.5,18,6,6,-28,41,0
pk342-14.1,18,7,12,-51,2,0
pk028+10.1,18,6,6,0,22,0
pk356-07.4,18,6,54,-36,7,0
pk004-03.1,18,6,42,-26,55,0
pk003-03.2,18,6,48,-27,7,0
pk356-07.3,18,7,12,-36,3,0
pk000-04.2,18,7,6,-30,35,0
pk002-04.1,18,7,6,-29,13,0
pk356-07.5,18,7,24,-35,46,0
pk001-04.1,18,7,12,-29,42,0
pk359-05.1,18,7,18,-31,43,0
pk019+05.1,18,7,0,-8,56,0
pk356-07.1,18,7,42,-36,7,0
pk015+03.1,18,7,30,-13,29,0
pk001-04.2,18,7,54,-29,45,0
pk005-02.1,18,7,54,-25,25,0
pk004-03.2,18,8,0,-26,55,0
pk002-03.6,18,8,6,-28,27,0
pk359-06.2,18,8,36,-32,29,0
pk000-05.1,18,8,30,-31,36,0
pk000-05.2,18,8,36,-31,6,0
pk351-10.2,18,9,0,-41,48,0
pk008-01.1,18,8,24,-22,16,0
pk357-07.1,18,9,12,-34,47,0
pk005-02.2,18,9,12,-25,4,0
pk005-03.1,18,9,12,-26,2,0
pk050+19.1,18,8,24,24,11,0
pk006-02.1,18,9,30,-24,12,0
pk356-07.2,18,9,54,-35,44,0
pk345-13.1,18,10,36,-48,25,0
pk004-03.3,18,10,12,-27,16,0
pk003-04.2,18,10,30,-28,7,0
pk003-04.11,18,10,36,-28,19,0
pk018+04.1,18,10,30,-10,29,0
pk002-04.2,18,11,6,-28,59,0
pk001-05.1,18,11,12,-30,38,0
pk003-04.3,18,11,24,-27,46,0
pk358-07.2,18,11,42,-34,0,0
pk003-04.7,18,11,36,-28,22,0
pk003-04.5,18,11,54,-28,10,0
pk358-07.1,18,12,0,-33,52,0
pk011-00.1,18,11,48,-18,46,0
pk355-08.1,18,12,24,-36,53,0
pk000-06.2,18,12,12,-31,20,0
pk003-04.4,18,12,18,-27,52,0
pk005-03.2,18,12,24,-26,33,0
pk004-04.1,18,12,24,-27,29,0
pk356-08.1,18,12,42,-36,32,0
pk351-10.1,18,12,48,-41,30,0
pk003-04.8,18,12,36,-27,58,0
pk006-03.1,18,12,36,-24,50,0
pk003-04.9,18,12,48,-28,20,0
pk005-03.3,18,12,42,-25,44,0
pk034+11.1,18,12,6,6,51,0
pk002-05.2,18,13,0,-29,25,0
pk359-06.1,18,13,18,-32,20,0
pk001-05.2,18,13,12,-30,26,0
pk006-03.3,18,13,18,-25,30,0
pk005-04.1,18,13,42,-26,9,0
pk011-00.2,18,13,42,-19,4,0
pk001-06.3,18,14,12,-31,11,0
pk006-03.4,18,14,18,-25,21,0
pk002-05.1,18,14,36,-29,49,0
pk006-03.2,18,14,30,-24,44,0
pk359-07.1,18,14,54,-32,37,0
pk024+05.1,18,14,18,-4,59,0
pk008-02.1,18,14,48,-22,44,0
pk002-06.1,18,15,6,-30,16,0
pk001-06.1,18,15,24,-30,32,0
pk354-10.1,18,15,36,-38,28,0
pk359-07.2,18,15,36,-32,38,0
pk019+03.1,18,15,18,-10,10,0
pk022+04.1,18,15,12,-6,57,0
pk004-05.2,18,15,48,-27,54,0
pk004-05.6,18,15,48,-27,49,0
pk001-06.2,18,16,12,-30,52,0
pk004-05.1,18,16,12,-27,15,0
pk002-06.2,18,16,18,-30,8,0
pk004-04.2,18,16,18,-27,5,0
pk010-01.1,18,16,18,-20,27,0
pk005-04.2,18,16,54,-26,24,0
pk337-18.1,18,18,12,-57,11,0
pk007-03.1,18,17,18,-23,59,0
pk000-07.1,18,17,42,-31,57,0
pk003-06.1,18,17,42,-29,9,0
pk004-05.3,18,17,42,-28,17,0
pk003-06.2,18,17,48,-29,6,0
pk007-03.2,18,17,48,-24,3,0
pk348-13.1,18,18,30,-45,59,0
pk004-05.7,18,18,6,-27,32,0
pk023+04.1,18,17,48,-6,49,0
pk006-04.1,18,18,12,-25,38,0
pk038+12.1,18,17,36,10,9,0
pk008-03.1,18,18,24,-23,25,0
pk000-07.2,18,18,42,-31,55,0
pk000-08.1,18,18,48,-32,48,0
pk004-05.5,18,18,42,-28,8,0
pk359-08.1,18,19,24,-33,37,0
pk005-05.1,18,19,24,-26,36,0
pk357-09.1,18,20,12,-36,8,0
pk007-04.1,18,20,12,-24,15,0
pk005-05.3,18,20,42,-27,16,0
pk005-05.2,18,21,0,-26,49,0
pk021+02.1,18,21,18,-8,32,0
pk024+03.1,18,21,24,-6,2,0
pk005-06.2,18,21,54,-27,10,0
pk008-04.1,18,22,6,-24,11,0
pk002-07.1,18,22,36,-30,43,0
pk008-04.2,18,22,36,-24,9,0
pk005-06.1,18,22,54,-26,49,0
pk006-05.1,18,23,0,-26,5,0
pk003-07.1,18,23,12,-29,43,0
pk012-02.1,18,23,6,-19,17,0
pk007-05.1,18,23,42,-24,47,0
pk032+07.1,18,23,24,3,37,0
pk019+00.1,18,24,12,-11,6,0
pk094+27.1,18,21,54,64,22,0
pk007-06.1,18,25,0,-25,42,0
pk009-04.1,18,25,6,-22,35,0
pk032+07.2,18,24,42,2,30,0
pk028+05.1,18,25,0,-1,31,0
pk030+06.1,18,24,54,0,52,0
pk009-05.1,18,25,42,-23,12,0
pk013-02.1,18,26,0,-18,12,0
pk353-12.1,18,26,42,-40,30,0
pk020+00.1,18,26,0,-10,45,0
pk027+04.1,18,26,42,-2,43,0
pk017-01.1,18,27,12,-14,8,0
pk356-11.1,18,27,48,-37,16,0
pk031+05.1,18,27,6,1,15,0
pk007-06.2,18,28,0,-26,7,0
pk021+00.1,18,27,42,-9,38,0
pk016-01.1,18,28,0,-15,33,0
pk009-05.2,18,28,18,-23,25,0
pk043+11.1,18,27,48,14,29,0
pk022+01.1,18,28,36,-8,43,0
pk002-09.1,18,29,12,-31,30,0
pk011-05.1,18,29,12,-21,47,0
pk016-02.1,18,29,24,-15,8,0
pk013-03.1,18,29,30,-19,6,0
pk013-04.1,18,30,0,-19,41,0
pk015-03.1,18,30,12,-16,45,0
pk018-01.1,18,30,12,-13,54,0
pk020-00.1,18,30,12,-11,37,0
pk013-04.2,18,30,30,-19,15,0
pk023+01.1,18,30,30,-7,28,0
pk009-06.2,18,31,18,-23,58,0
pk032+05.1,18,31,0,2,25,0
pk008-07.1,18,31,54,-24,46,0
pk034+06.1,18,31,48,4,5,0
pk055+16.1,18,31,18,26,56,0
pk005-08.1,18,32,30,-28,44,0
pk008-07.2,18,32,36,-25,8,0
pk021-00.1,18,32,42,-10,6,0
pk018-02.1,18,33,0,-13,45,0
pk014-04.1,18,33,18,-18,17,0
pk021-00.2,18,33,18,-10,16,0
pk021-01.1,18,33,30,-11,8,0
pk030+04.1,18,33,18,0,11,0
pk038+07.1,18,33,12,8,18,0
pk010-06.1,18,33,54,-22,39,0
pk017-02.1,18,34,0,-14,53,0
pk019-02.1,18,34,12,-13,13,0
pk028+02.1,18,34,12,-2,28,0
pk044+10.1,18,34,6,14,49,0
pk006-08.1,18,34,54,-27,7,0
pk010-06.2,18,34,48,-22,44,0
pk004-09.1,18,35,42,-29,39,0
pk030+03.1,18,35,24,0,14,0
pk015-04.1,18,35,48,-17,37,0
pk016-04.1,18,36,6,-16,59,0
pk009-07.1,18,36,24,-23,55,0
pk011-06.1,18,36,36,-21,49,0
pk014-05.1,18,36,30,-19,19,0
pk014-05.2,18,37,6,-19,2,0
pk009-08.1,18,37,30,-24,26,0
pk016-04.2,18,37,48,-17,5,0
pk028+01.1,18,37,36,-3,6,0
pk011-07.2,18,38,42,-22,24,0
pk004-11.1,18,39,24,-30,40,0
pk027+00.1,18,39,18,-4,20,0
pk014-06.1,18,39,36,-19,14,0
pk011-07.1,18,40,18,-22,54,0
pk022-02.1,18,40,24,-10,40,0
pk023-01.1,18,40,24,-8,44,0
pk017-04.1,18,41,18,-15,34,0
pk023-01.2,18,41,6,-8,56,0
pk020-03.1,18,41,12,-13,12,0
pk013-07.2,18,42,0,-20,32,0
pk025-00.1,18,42,6,-6,41,0
pk019-04.2,18,42,24,-14,15,0
pk029+00.1,18,42,48,-3,13,0
pk022-03.1,18,43,0,-11,7,0
pk031+01.1,18,43,6,0,17,0
pk023-02.1,18,43,18,-9,5,0
pk019-04.1,18,43,36,-13,45,0
pk004-11.2,18,44,12,-30,20,0
pk014-07.1,18,44,6,-19,55,0
pk035+03.1,18,43,36,3,47,0
pk021-03.1,18,44,6,-12,13,0
pk009-09.1,18,44,42,-25,22,0
pk029-00.1,18,44,54,-3,21,0
pk037+04.1,18,44,42,6,7,0
pk002-13.1,18,45,54,-33,21,0
pk013-07.1,18,45,36,-20,35,0
pk026-01.2,18,45,30,-6,57,0
pk034+02.1,18,45,24,2,1,0
pk026-01.1,18,45,36,-6,19,0
pk019-05.1,18,45,54,-14,28,0
pk011-09.1,18,46,30,-23,27,0
pk025-02.1,18,46,24,-7,15,0
pk024-02.1,18,46,30,-8,28,0
pk022-04.1,18,47,6,-11,41,0
pk026-02.1,18,47,30,-6,54,0
pk024-03.1,18,47,48,-9,9,0
pk009-10.1,18,48,12,-25,29,0
pk016-07.1,18,48,12,-18,30,0
pk016-07.2,18,48,30,-17,44,0
pk027-02.1,18,48,48,-5,57,0
pk042+05.1,18,48,36,10,35,0
pk014-08.1,18,49,24,-19,53,0
pk026-02.3,18,49,42,-7,2,0
pk017-07.1,18,50,12,-17,2,0
pk012-09.1,18,50,24,-22,34,0
pk028-02.1,18,50,12,-5,15,0
pk051+09.1,18,49,42,20,51,0
pk031-00.2,18,50,24,-1,40,0
pk020-05.1,18,50,42,-13,31,0
pk031-00.1,18,50,42,-1,3,0
pk064+15.1,18,50,0,35,15,0
pk044+05.2,18,50,48,12,38,0
pk021-05.1,18,51,30,-13,10,0
pk041+04.1,18,51,42,9,55,0
pk044+05.1,18,53,0,12,16,0
pk027-03.1,18,53,30,-6,28,0
pk027-03.2,18,54,0,-6,26,0
pk029-02.1,18,54,12,-4,39,0
pk024-05.1,18,54,18,-10,5,0
pk032-00.1,18,54,6,0,20,0
pk025-04.1,18,54,18,-8,47,0
pk058+12.1,18,53,42,28,32,0
pk063+13.1,18,53,36,33,2,0
pk025-04.2,18,54,36,-8,50,0
pk003-14.1,18,55,36,-32,16,0
pk038+02.1,18,54,54,6,3,0
pk013-10.1,18,55,30,-21,50,0
pk032-01.1,18,56,18,-1,34,0
pk039+02.1,18,56,18,7,7,0
pk043+03.1,18,56,36,10,52,0
pk017-09.1,18,57,18,-17,51,0
pk019-08.1,18,57,18,-15,29,0
pk028-04.1,18,57,18,-6,0,0
pk028-03.1,18,57,54,-5,28,0
pk035-00.1,18,58,6,1,37,0
pk032-02.1,18,58,24,-1,4,0
pk033-01.1,18,58,54,0,33,0
pk052+07.1,18,59,6,20,37,0
pk033-02.2,19,0,18,0,15,0
pk032-03.1,19,0,36,-2,12,0
pk078+18.1,18,59,18,48,28,0
pk017-10.1,19,1,0,-18,13,0
pk023-07.1,19,1,24,-11,59,0
pk041+01.1,19,1,6,8,25,0
pk068+14.1,19,0,24,38,21,0
pk032-02.2,19,1,36,-1,19,0
pk014-11.1,19,2,18,-21,27,0
pk036-01.1,19,2,0,2,9,0
pk032-03.2,19,2,12,-1,49,0
pk043+02.1,19,2,18,10,17,0
pk033-02.1,19,2,36,0,27,0
pk047+04.1,19,2,42,14,28,0
pk036-01.2,19,3,0,3,2,0
pk046+03.1,19,3,12,14,6,0
pk038-00.1,19,3,48,5,10,0
pk051+06.1,19,3,36,19,21,0
pk048+04.1,19,3,42,16,27,0
pk036-01.3,19,4,36,2,15,0
pk050+05.1,19,4,30,17,58,0
pk003-17.1,19,5,36,-33,11,0
pk048+04.2,19,4,54,15,48,0
pk011-14.1,19,5,42,-25,23,0
pk029-05.1,19,6,0,-5,59,0
pk046+02.1,19,6,24,13,45,0
pk058+09.1,19,6,6,27,13,0
pk040-00.1,19,6,42,6,24,0
pk036-02.1,19,8,0,2,22,0
pk341-24.1,19,9,48,-55,35,0
pk055+06.1,19,8,36,22,59,0
pk041-00.1,19,9,12,7,6,0
pk045+01.1,19,9,24,12,1,0
pk033-05.1,19,10,24,-2,20,0
pk039-02.2,19,10,54,4,27,0
pk062+09.1,19,11,6,30,33,0
pk047+01.1,19,11,36,13,31,0
pk048+02.1,19,12,6,15,9,0
pk044+00.1,19,12,18,10,36,0
pk030-07.1,19,13,0,-5,21,0
pk037-03.2,19,13,6,2,53,0
pk049+02.1,19,13,6,15,47,0
pk038-03.1,19,13,24,3,25,0
pk037-03.3,19,13,30,2,18,0
pk049+02.2,19,13,18,15,39,0
pk039-02.1,19,13,36,4,38,0
pk042-01.1,19,13,30,7,26,0
pk005-18.1,19,14,18,-32,35,0
pk013-15.1,19,14,12,-23,42,0
pk029-07.1,19,13,54,-6,19,0
pk044-00.1,19,13,42,10,39,0
pk048+01.1,19,13,42,14,59,0
pk038-03.2,19,13,54,3,38,0
pk051+03.1,19,14,0,17,31,0
pk033-06.1,19,14,36,-2,43,0
pk035-05.1,19,14,42,0,13,0
pk061+08.1,19,14,30,28,40,0
pk051+02.1,19,15,0,17,22,0
pk048+01.2,19,15,30,14,4,0
pk027-09.1,19,16,24,-9,3,0
pk358-21.1,19,17,24,-39,37,0
pk040-03.1,19,16,30,5,13,0
pk019-13.1,19,17,6,-18,2,0
pk058+06.1,19,17,6,25,37,0
pk026-11.1,19,18,24,-11,6,0
pk037-05.1,19,18,18,1,47,0
pk034-06.1,19,18,24,-1,35,0
pk041-02.1,19,18,24,6,33,0
pk053+03.1,19,18,42,19,35,0
pk025-11.1,19,19,18,-12,14,0
pk052+02.1,19,19,0,19,3,0
pk051+01.1,19,19,18,17,12,0
pk056+04.1,19,19,36,22,35,0
pk077+14.1,19,19,12,46,15,0
pk043-03.1,19,21,0,7,37,0
pk006-19.1,19,22,12,-31,30,0
pk032-08.1,19,22,0,-4,12,0
pk045-01.1,19,22,30,10,42,0
pk037-06.1,19,22,54,1,31,0
pk046-01.1,19,22,54,11,28,0
pk053+01.1,19,22,54,18,42,0
pk055+02.1,19,23,30,21,8,0
pk055+02.2,19,23,48,21,7,0
pk059+04.1,19,24,6,25,19,0
pk045-02.1,19,24,24,9,54,0
pk051+00.1,19,25,42,16,33,0
pk048-01.1,19,26,24,13,20,0
pk031-10.1,19,27,0,-6,35,0
pk055+02.3,19,26,42,21,9,0
pk055+01.1,19,26,42,20,29,0
pk046-03.1,19,27,48,10,24,0
pk056+02.1,19,27,48,21,30,0
pk048-02.1,19,28,12,12,19,0
pk320-28.1,19,33,54,-74,33,0
pk050-01.1,19,30,18,14,47,0
pk034-10.1,19,31,6,-3,43,0
pk004-22.1,19,32,12,-34,13,0
pk046-04.1,19,31,18,10,3,0
pk045-04.1,19,31,36,9,13,0
pk044-05.1,19,32,36,7,27,0
pk061+03.1,19,32,54,26,53,0
pk047-04.1,19,33,18,10,38,0
pk057+01.1,19,33,6,22,59,0
pk059+02.1,19,33,48,24,33,0
pk042-06.1,19,34,36,5,41,0
pk064+05.1,19,34,48,30,31,0
pk053-01.1,19,35,18,17,13,0
pk034-11.1,19,36,18,-3,53,0
pk059+02.2,19,35,54,24,55,0
pk058+01.1,19,36,18,23,40,0
pk055-00.1,19,36,30,19,43,0
pk053-02.1,19,37,30,16,54,0
