name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
lbn879,05,45,44.3,+09,03,08
lbn880,05,19,39.2,+04,46,01
lbn881,05,22,39.5,+05,02,48
lbn882,05,20,39.1,+04,42,57
lbn883,05,17,38.5,+04,13,10
lbn884,05,19,38.6,+04,13,01
lbn885,05,30,39.4,+04,52,14
lbn886,05,30,39.1,+04,40,14
lbn887,06,26,47.8,+11,58,09
lbn888,05,28,38.2,+03,52,22
lbn889,06,30,48.2,+12,17,52
lbn890,05,22,37.0,+02,52,48
lbn891,07,11,53.0,+16,44,57
lbn892,05,30,37.8,+03,32,14
lbn893,04,32,28.4,-04,53,41
lbn894,05,38,38.6,+04,11,39
lbn895,06,30,46.6,+10,57,52
lbn896,04,27,27.0,-06,13,21
lbn897,04,31,27.5,-05,43,37
lbn898,06,30,46.0,+10,26,52
lbn899,06,36,46.5,+10,57,26
lbn900,04,34,27.3,-05,49,49
lbn901,06,32,45.8,+10,20,43
lbn902,06,36,46.3,+10,47,26
lbn903,06,30,45.5,+10,00,52
lbn904,06,32,45.6,+10,09,43
lbn905,05,50,39.0,+04,30,47
lbn906,04,41,27.7,-05,24,18
lbn907,05,13,32.1,-01,26,33
lbn908,06,00,39.6,+05,00,03
lbn909,04,40,26.9,-06,09,14
lbn910,05,10,31.3,-02,06,20
lbn911,06,40,45.3,+09,54,09
lbn912,06,40,45.0,+09,42,09
lbn913,05,33,32.9,-00,39,59
lbn914,05,34,33.2,-00,28,03
lbn915,05,15,31.3,-02,06,41
lbn916,05,06,29.9,-03,21,03
lbn917,04,47,27.1,-05,54,43
lbn918,05,32,33.8,+00,02,05
lbn919,05,19,31.7,-01,46,58
lbn920,06,38,43.9,+08,43,17
lbn921,05,36,33.3,-00,23,12
lbn922,06,40,44.1,+08,57,09
lbn923,05,04,29.2,-03,55,54
lbn924,05,40,32.9,-00,43,29
lbn925,05,40,33.0,-00,38,29
lbn926,06,51,45.3,+09,59,21
lbn927,05,40,33.1,-00,34,29
lbn928,05,38,33.6,-00,08,21
lbn929,06,37,43.0,+07,57,22
lbn930,06,33,42.2,+07,17,39
lbn931,06,33,42.2,+07,17,39
lbn932,06,31,41.8,+06,57,48
lbn933,05,47,34.9,+01,01,00
lbn934,05,47,34.9,+01,01,00
lbn935,05,34,32.4,-01,08,03
lbn936,06,33,41.4,+06,37,39
lbn937,05,18,29.8,-03,26,54
lbn938,05,47,34.0,+00,13,00
lbn939,05,46,33.7,+00,01,04
lbn940,05,34,31.8,-01,38,03
lbn941,06,31,40.6,+05,52,48
lbn942,05,20,29.4,-03,47,03
lbn943,06,33,40.3,+05,37,39
lbn944,05,40,32.0,-01,31,29
lbn945,05,15,28.0,-04,56,41
lbn946,05,41,31.9,-01,33,34
lbn947,06,44,41.4,+06,36,52
lbn948,06,32,39.5,+04,57,43
lbn949,06,32,39.5,+04,57,43
lbn950,05,37,31.0,-02,18,16
lbn951,06,36,39.7,+05,07,26
lbn952,06,40,40.0,+05,27,09
lbn953,05,41,31.0,-02,18,34
lbn954,05,41,31.0,-02,18,34
lbn955,05,54,32.6,-00,59,31
lbn956,05,20,27.4,-05,27,03
lbn957,05,21,27.4,-05,27,07
lbn958,05,39,30.1,-03,08,25
lbn959,05,02,24.7,-07,55,46
lbn960,05,19,26.9,-05,56,58
lbn961,05,23,27.4,-05,27,16
lbn962,05,41,30.1,-03,08,34
lbn963,05,32,28.5,-04,27,55
lbn964,05,22,27.0,-05,47,11
lbn965,05,39,29.5,-03,38,25
lbn966,05,55,31.8,-01,39,35
lbn967,05,39,29.1,-03,58,25
lbn968,05,01,23.6,-08,55,41
lbn969,05,24,26.6,-06,07,20
lbn970,06,34,36.8,+02,37,35
lbn971,06,34,36.8,+02,37,35
lbn972,06,34,36.8,+02,37,35
lbn973,06,34,36.8,+02,37,35
lbn974,05,35,27.4,-05,28,07
lbn975,04,59,22.4,-09,55,33
lbn976,05,57,30.2,-02,59,44
lbn977,05,37,26.8,-05,58,16
lbn978,06,38,35.6,+01,37,18
lbn979,05,36,25.9,-06,44,12
lbn980,05,06,21.2,-10,56,02
lbn981,04,35,17.7,-14,23,53
lbn982,05,53,27.3,-05,29,26
lbn983,06,43,34.3,+00,26,56
lbn984,06,44,34.1,+00,16,52
lbn985,05,56,26.9,-05,49,39
lbn986,06,45,34.1,+00,16,48
lbn987,06,44,33.9,+00,06,52
lbn988,05,52,26.1,-06,29,22
lbn989,05,47,25.2,-07,19,00
lbn990,06,08,27.5,-05,18,32
lbn991,05,11,19.3,-12,26,24
lbn992,05,40,22.7,-09,23,29
lbn993,06,08,26.5,-06,12,32
lbn994,06,07,26.3,-06,23,27
lbn995,06,08,26.3,-06,20,32
lbn996,06,10,26.5,-06,10,40
lbn997,06,10,26.5,-06,12,40
lbn998,06,09,26.3,-06,20,36
lbn999,06,08,26.1,-06,30,32
lbn1000,06,11,26.6,-06,08,45
lbn1001,05,32,20.9,-10,57,54
lbn1002,05,38,21.6,-10,18,20
lbn1003,06,14,26.4,-06,15,58
lbn1004,06,15,26.4,-06,18,02
lbn1005,05,30,19.7,-11,57,46
lbn1006,05,33,19.3,-12,17,59
lbn1007,05,39,19.8,-11,48,25
lbn1008,06,04,22.3,-09,45,14
lbn1009,05,44,19.0,-12,28,46
lbn1010,05,42,18.4,-12,58,38
lbn1011,06,05,20.7,-11,00,18
lbn1012,06,59,28.4,-04,44,12
lbn1013,07,08,29.0,-04,14,50
lbn1014,06,46,25.3,-07,20,16
lbn1015,06,30,22.5,-09,38,07
lbn1016,05,58,17.5,-13,39,47
lbn1017,06,25,21.4,-10,33,46
lbn1018,06,14,19.5,-12,00,57
lbn1019,05,58,16.9,-14,09,47
lbn1020,06,55,24.8,-07,53,55
lbn1021,06,59,25.0,-07,44,12
lbn1022,06,56,24.4,-08,13,59
lbn1023,07,00,23.7,-08,51,16
lbn1024,07,10,24.9,-07,54,58
lbn1025,06,05,14.6,-16,00,18
lbn1026,07,16,24.0,-08,45,23
lbn1027,07,04,22.0,-10,24,33
lbn1028,07,16,23.7,-09,05,23
lbn1029,07,21,24.5,-08,25,44
lbn1030,07,02,21.0,-11,14,24
lbn1031,07,24,24.5,-08,25,56
lbn1032,07,16,23.2,-09,30,23
lbn1033,07,06,21.2,-11,04,41
lbn1034,07,10,21.9,-10,34,58
lbn1035,07,03,20.7,-11,29,29
lbn1036,07,16,22.0,-10,35,23
lbn1037,07,05,20.0,-12,04,37
lbn1038,07,08,20.4,-11,49,50
lbn1039,07,05,19.8,-12,15,37
lbn1040,07,18,19.1,-13,05,31
lbn1041,07,18,19.1,-13,07,31
lbn1042,07,05,14.9,-16,24,37
lbn1043,07,09,12.5,-18,24,53
lbn1044,07,10,12.5,-18,27,58
lbn1045,07,25,15.2,-16,36,00
lbn1046,07,32,15.0,-17,00,28
lbn1047,06,55,06.6,-22,43,54
lbn1048,07,30,13.0,-18,35,20
lbn1049,06,45,04.5,-24,03,11
lbn1050,07,30,12.3,-19,09,20
lbn1051,07,35,13.0,-18,46,40
lbn1052,06,54,05.2,-23,43,50
lbn1053,07,32,12.0,-19,28,28
lbn1054,07,19,08.4,-21,55,35
lbn1055,07,10,06.6,-23,04,57
lbn1056,07,05,04.9,-24,14,36
lbn1057,07,29,08.6,-22,06,16
lbn1058,07,20,05.8,-23,59,39
lbn1059,07,23,05.8,-24,05,51
lbn1060,07,27,05.3,-24,36,08
lbn1061,07,33,06.5,-23,56,32
lbn1062,07,36,04.9,-25,16,44
lbn1063,07,26,00.6,-28,06,03
lbn1064,07,24,59.1,-29,05,59
lbn1065,07,52,04.4,-26,27,47
lbn1066,07,52,04.4,-26,27,47
lbn1067,07,53,04.5,-26,27,51
lbn1068,07,17,56.1,-30,50,30
lbn1069,09,49,29.2,-07,14,01
lbn1070,07,25,56.0,-31,16,03
lbn1071,08,40,12.7,-22,20,41
lbn1072,07,44,56.1,-32,07,19
lbn1073,08,40,10.2,-24,40,41
lbn1074,08,44,11.1,-24,10,55
lbn1075,08,47,11.5,-24,01,04
lbn1076,08,50,10.9,-24,51,14
lbn1077,08,57,11.2,-25,11,37
lbn1078,09,00,10.5,-26,11,46
lbn1079,08,50,07.0,-28,31,14
lbn1080,08,53,07.5,-28,21,24
lbn1081,08,54,07.8,-28,11,27
lbn1082,09,07,08.7,-28,42,07
lbn1083,09,12,09.8,-28,12,22
lbn1084,09,07,06.5,-30,42,07
lbn1085,09,25,11.4,-28,02,59
lbn1086,09,16,07.2,-31,12,34
lbn1087,09,25,09.9,-29,42,59
lbn1088,09,30,09.1,-31,13,13
lbn1089,09,57,14.6,-29,14,19
lbn1090,10,01,12.8,-32,14,28
lbn1091,15,19,02.8,-29,50,53
lbn1092,15,53,01.3,-25,58,53
lbn1093,15,56,01.5,-25,58,42
lbn1094,16,00,02.4,-26,28,27
lbn1095,16,00,01.4,-25,38,27
lbn1096,16,12,05.2,-27,55,41
lbn1097,15,52,58.3,-23,28,53
lbn1098,15,54,58.2,-23,18,46
lbn1099,16,00,58.4,-23,08,23
lbn1100,16,29,06.8,-28,16,33
lbn1101,16,20,02.7,-25,37,09
lbn1102,16,30,05.9,-27,36,29
lbn1103,16,33,06.8,-28,06,17
lbn1104,16,21,02.7,-25,37,06
lbn1105,16,20,02.2,-25,17,09
lbn1106,16,21,02.3,-25,17,06
lbn1107,16,29,04.5,-26,36,34
lbn1108,16,29,04.3,-26,26,34
lbn1109,16,26,01.5,-24,26,46
lbn1110,16,31,02.6,-25,06,26
lbn1111,16,26,00.2,-23,26,46
lbn1112,16,26,00.2,-23,26,46
lbn1113,16,12,54.5,-19,17,37
lbn1114,16,14,54.6,-19,17,29
lbn1115,16,20,55.9,-20,07,06
lbn1116,17,33,15.5,-32,12,04
lbn1117,17,36,15.8,-32,21,51
lbn1118,16,48,02.5,-24,25,16
lbn1119,16,25,55.5,-19,36,46
lbn1120,17,49,14.4,-31,20,54
lbn1121,17,50,14.4,-31,20,50
lbn1122,15,40,40.6,-07,09,37
lbn1123,16,36,54.7,-18,36,01
lbn1124,17,46,11.3,-29,21,07
lbn1125,17,47,11.1,-29,13,03
