name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
ldn455,18,37,42.0,-9,7,0.0
ldn456,18,52,48.0,-10,56,0.0
ldn458,18,56,48.0,-11,26,0.0
ldn459,18,42,48.0,-9,37,0.0
ldn460,17,58,36.0,-3,45,0.0
ldn461,18,9,42.0,-5,9,0.0
ldn462,18,6,42.0,-4,40,0.0
ldn463,18,31,42.0,-7,58,0.0
ldn464,18,52,48.0,-10,36,0.0
ldn466,18,19,42.0,-6,9,0.0
ldn467,18,19,0.0,-5,59,0.0
ldn468,18,0,36.0,-3,30,0.0
ldn469,18,13,30.0,-5,6,0.0
ldn470,18,18,42.0,-5,44,0.0
ldn471,18,19,42.0,-5,49,0.0
ldn472,18,14,12.0,-4,59,0.0
ldn473,18,37,42.0,-7,57,0.0
ldn474,18,51,48.0,-9,41,0.0
ldn475,18,19,12.0,-5,29,0.0
ldn476,18,18,42.0,-5,24,0.0
ldn477,18,19,12.0,-5,24,0.0
ldn478,18,12,42.0,-4,29,0.0
ldn479,18,19,12.0,-5,9,0.0
ldn480,18,44,42.0,-8,27,0.0
ldn481,18,25,42.0,-5,58,0.0
ldn482,18,19,12.0,-5,7,0.0
ldn483,18,17,42.0,-4,49,0.0
ldn484,18,39,42.0,-7,27,0.0
ldn485,18,36,42.0,-6,57,0.0
ldn486,18,6,36.0,-3,0,0.0
ldn487,18,16,48.0,-4,19,0.0
ldn488,18,16,36.0,-4,14,0.0
ldn489,18,28,42.0,-5,38,0.0
ldn490,18,15,6.0,-3,49,0.0
ldn491,18,27,42.0,-5,28,0.0
ldn492,18,15,36.0,-3,49,0.0
ldn493,18,12,36.0,-3,19,0.0
ldn494,18,37,0.0,-6,27,0.0
ldn495,18,38,54.0,-6,39,0.0
ldn496,18,47,42.0,-7,47,0.0
ldn497,18,39,12.0,-6,37,0.0
ldn498,18,40,0.0,-6,39,0.0
ldn499,18,40,42.0,-6,27,0.0
ldn500,18,16,36.0,-3,19,0.0
ldn501,18,17,36.0,-3,19,0.0
ldn502,18,7,30.0,-1,52,0.0
ldn503,18,29,6.0,-4,38,0.0
ldn504,18,18,36.0,-3,9,0.0
ldn505,18,19,36.0,-3,14,0.0
ldn506,18,47,42.0,-6,52,0.0
ldn507,18,15,0.0,-2,37,0.0
ldn508,18,9,36.0,-1,39,0.0
