name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
ic163,1,49,14.99,20,42,40.7
ic164,1,49,8.41,-3,54,15.8
ic165,1,50,14.02,27,38,44.4
ic166,1,52,23.82,61,51,9.4
ic167,1,51,8.56,21,54,46.1
ic168,1,50,27.63,-8,31,22.6
ic169,1,50,39.36,-12,40,46.6
ic170,1,51,57.52,-8,31,3.4
ic171,1,55,10.21,35,16,54.8
ic172,1,54,54.23,0,48,40.4
ic173,1,55,57.15,1,17,6.6
ic174,1,56,16.08,3,45,42.7
ic175,1,56,18.86,1,19,56.7
ic176,1,56,53.4,-2,1,8.3
ic177,1,57,0.58,-0,5,23.5
ic178,1,58,54.87,36,40,28.9
ic179,2,0,11.5,38,1,16.8
ic180,2,0,0.41,23,36,15.6
ic181,2,0,2.33,23,39,31.1
ic182,1,59,51.81,7,24,42.6
ic183,1,59,34.05,-5,20,49.7
ic184,1,59,51.23,-6,50,25.4
ic185,2,0,6.04,-1,31,42.0
ic186,2,0,24.5,-1,33,6.2
ic0186a,2,0,24.0,-1,33,10.3
ic0186b,2,0,25.45,-1,32,59.3
ic0186 ned03,2,0,25.4,-1,33,3.0
ic187,2,1,30.76,26,28,51.5
ic188,2,1,46.5,26,32,48.8
ic189,2,1,52.91,23,33,5.4
ic190,2,2,7.28,23,32,59.4
ic191,2,2,29.33,18,22,22.8
ic192,2,2,32.39,16,0,51.0
ic193,2,2,30.98,11,5,35.1
ic194,2,3,5.22,2,36,51.3
ic195,2,3,44.61,14,42,33.4
ic196,2,3,49.8,14,44,20.9
ic197,2,4,4.93,2,47,12.6
ic198,2,6,3.12,9,17,44.0
ic199,2,6,19.4,9,13,38.7
ic200,2,5,26.64,31,10,31.2
ic201,2,7,15.29,9,6,54.2
ic202,2,7,28.66,9,10,5.9
ic203,2,7,29.65,9,7,21.5
ic204,2,7,27.08,-1,25,48.7
ic205,2,7,27.43,-2,5,28.6
ic206,2,9,30.68,-6,58,6.2
ic207,2,9,39.35,-6,55,19.9
ic208,2,8,27.74,6,23,41.7
ic209,2,8,58.71,-7,3,32.1
ic210,2,9,28.28,-9,40,49.2
ic211,2,11,8.0,3,51,9.0
ic212,2,13,38.26,16,35,38.2
ic213,2,14,4.28,16,27,21.2
ic214,2,14,5.59,5,10,23.7
ic215,2,14,9.46,-6,48,22.8
ic216,2,15,55.52,-2,0,54.4
ic217,2,16,10.44,-11,55,36.2
ic218,2,17,7.25,1,16,56.4
ic219,2,18,38.83,-6,54,12.0
ic220,2,19,11.73,-12,46,53.9
ic221,2,22,40.9,28,15,25.1
ic222,2,22,47.85,11,38,18.0
ic223,2,22,1.1,-20,44,45.3
ic224,2,24,45.14,-12,33,52.1
ic225,2,26,28.29,1,9,37.9
ic226,2,27,45.93,28,12,31.8
ic227,2,28,3.61,28,10,31.2
ic228,2,26,41.53,-14,30,56.3
ic229,2,27,22.09,-23,48,46.8
ic230,2,28,47.29,-10,49,52.9
ic231,2,29,56.39,1,10,44.7
ic232,2,31,11.62,1,15,56.3
ic233,2,31,40.7,2,48,35.7
ic234,2,31,37.72,-0,8,24.9
ic235,2,32,50.79,20,38,28.5
ic236,2,32,55.81,-0,7,52.5
ic237,2,33,31.57,1,8,23.6
ic238,2,35,22.68,12,50,15.8
ic239,2,36,27.88,38,58,11.7
ic240,2,38,58.57,41,43,9.9
ic241,2,37,54.5,2,19,40.9
ic242,2,38,23.93,-6,56,2.2
ic243,2,38,32.16,-6,54,7.7
ic244,2,39,24.73,2,43,43.7
ic245,2,38,54.64,-14,18,20.0
ic246,2,40,28.6,2,28,43.1
ic247,2,40,8.78,-11,44,1.6
ic248,2,41,25.83,17,48,44.0
ic249,2,41,2.49,-6,56,9.3
ic250,2,40,54.27,-13,18,48.8
ic251,2,41,13.85,-14,57,28.2
ic252,2,41,45.13,-14,50,53.7
ic253,2,42,5.75,-15,2,48.6
ic254,2,42,4.98,-15,6,23.9
ic255,2,47,3.21,16,17,16.9
ic256,2,49,40.3,46,57,16.8
ic257,2,49,45.44,46,58,34.3
ic258,2,49,46.1,41,3,6.0
ic259,2,49,40.88,41,3,18.4
ic260,2,51,0.88,46,57,17.2
ic261,2,49,4.09,-14,28,14.5
ic262,2,51,43.27,42,49,41.8
ic263,2,49,39.96,-0,4,11.5
ic264,2,48,47.62,-0,6,33.1
ic265,2,54,43.98,41,39,19.2
ic266,2,55,4.83,42,15,44.4
ic267,2,53,50.25,12,50,57.2
ic268,2,55,26.95,-14,6,10.8
ic269,2,55,26.49,-14,4,0.5
ic270,2,55,44.19,-14,12,28.4
ic271,2,55,59.45,-12,0,28.3
ic272,2,56,6.44,-14,11,11.9
ic273,2,57,10.78,2,46,30.2
ic274,3,0,5.23,44,12,47.4
ic275,3,0,57.3,44,20,54.0
ic0275 ned01,3,0,55.87,44,20,46.7
ic0275 ned02,3,0,55.9,44,21,1.3
ic0275 ned03,3,0,58.67,44,21,0.6
ic276,2,58,41.06,-15,42,11.2
ic277,2,59,50.6,2,46,16.9
ic278,3,1,30.44,37,45,57.6
ic279,3,1,12.21,16,12,33.2
ic280,3,3,3.61,42,21,33.5
ic281,3,4,37.13,42,21,46.2
ic282,3,6,13.24,41,50,56.2
ic283,3,3,50.46,-0,12,16.0
ic284,3,6,9.91,42,22,18.9
ic285,3,4,6.22,-12,0,55.6
ic286,3,4,47.22,-6,29,4.3
ic287,3,4,57.82,-12,4,13.6
ic288,3,7,32.91,42,23,15.2
ic289,3,10,19.26,61,19,0.4
ic290,3,9,42.74,40,58,27.2
ic291,3,7,26.45,-12,35,14.8
ic292,3,10,12.92,40,45,56.4
ic293,3,10,56.16,41,8,13.6
ic294,3,11,3.11,40,37,19.6
ic295,3,11,0.74,40,36,54.9
ic296,3,11,4.77,40,37,36.7
ic297,3,13,18.38,42,8,55.6
ic298,3,11,18.9,1,18,53.0
ic0298a,3,11,18.5,1,18,54.1
ic0298b,3,11,19.53,1,18,48.2
ic299,3,11,2.55,-13,6,34.5
ic300,3,14,16.02,42,24,55.2
ic301,3,14,47.71,42,13,21.5
ic302,3,12,51.27,4,42,25.3
ic303,3,12,40.87,-11,41,23.8
ic304,3,15,1.37,37,52,54.6
ic305,3,15,3.8,37,51,36.0
ic306,3,13,0.21,-11,42,56.5
ic307,3,13,45.21,-0,14,29.2
ic308,3,16,15.83,41,10,50.7
ic309,3,16,6.29,40,48,16.4
ic310,3,16,42.98,41,19,29.9
ic311,3,16,46.73,40,0,13.0
ic312,3,18,8.61,41,45,14.8
ic313,3,20,57.9,41,53,37.8
ic314,3,18,49.81,-1,58,24.0
ic315,3,19,9.34,4,2,18.8
ic316,3,21,19.9,41,55,50.0
ic0316 ned01,3,21,19.95,41,55,44.2
ic0316 ned02,3,21,19.9,41,55,54.9
ic317,3,18,55.51,-12,44,24.7
ic318,3,20,43.83,-14,34,5.6
ic319,3,23,29.05,41,24,58.9
ic320,3,25,59.18,40,47,20.5
ic321,3,24,29.59,-14,59,7.7
ic322,3,26,0.47,3,40,50.0
ic323,3,29,33.55,41,51,18.3
ic324,3,26,28.29,-21,21,19.1
ic325,3,30,48.86,-7,2,48.2
ic326,3,30,36.61,-14,25,32.0
ic327,3,31,9.98,-14,41,31.7
ic328,3,31,10.95,-14,38,16.3
ic329,3,32,1.37,0,16,46.0
ic330,3,32,8.03,0,21,12.2
ic331,3,32,19.08,0,16,57.2
ic332,3,32,37.42,1,22,57.2
ic333,3,34,3.38,-4,35,5.6
ic334,3,45,17.08,76,38,17.9
ic335,3,35,31.04,-34,26,49.4
ic336,3,37,57.04,23,21,47.3
ic337,3,37,4.3,-6,43,16.3
ic338,3,37,38.1,3,7,7.6
ic339,3,38,2.23,-18,23,52.0
ic340,3,39,29.11,-13,6,54.4
ic341,3,40,55.69,21,57,36.7
ic342,3,46,48.5,68,5,46.9
ic343,3,40,7.14,-18,26,36.5
ic344,3,41,29.53,-4,39,57.1
ic345,3,41,9.13,-18,18,50.9
ic346,3,41,44.66,-18,16,1.1
ic347,3,42,32.65,-4,17,55.1
ic348,3,44,34.19,32,9,46.2
ic349,3,46,20.11,23,56,23.3
ic350,3,44,36.65,-11,48,2.7
ic351,3,47,33.01,35,2,48.9
ic352,3,47,37.43,-8,43,54.6
ic353,3,53,1.07,25,50,52.8
ic354,3,53,57.91,23,8,49.2
ic355,3,53,46.26,19,58,26.1
ic356,4,7,46.91,69,48,44.8
ic357,4,3,44.0,22,9,32.8
ic358,4,3,42.88,19,53,41.8
ic359,4,12,28.36,27,42,7.1
ic0359a,4,18,41.0,28,17,24.0
ic360,4,9,2.57,26,7,52.3
ic361,4,18,50.7,58,14,58.2
ic362,4,16,42.43,-12,12,0.4
ic363,4,18,55.42,3,1,58.9
ic364,4,19,6.7,3,11,20.2
ic365,4,19,14.14,3,20,54.0
ic366,4,19,41.54,2,21,35.3
ic367,4,20,40.99,-14,46,51.8
ic368,4,22,42.72,-12,36,54.6
ic369,4,23,28.22,-11,47,24.3
ic370,4,24,1.67,-9,23,41.4
ic371,4,30,12.59,-0,33,39.6
ic372,4,30,4.24,-5,0,35.9
ic373,4,30,42.76,-4,52,12.9
ic374,4,32,32.75,16,38,3.0
ic375,4,31,3.14,-12,58,26.3
ic376,4,31,13.79,-12,26,0.1
ic377,4,31,16.54,-12,27,18.3
ic378,4,31,27.92,-12,17,59.1
ic379,4,31,50.93,-7,14,18.1
ic380,4,31,41.32,-12,55,37.3
ic381,4,44,28.5,75,38,23.1
ic382,4,37,55.55,-9,31,9.6
ic383,4,38,58.03,9,53,33.1
ic384,4,39,18.28,-7,50,20.8
ic385,4,39,31.46,-7,5,50.9
ic386,4,39,58.58,-9,27,22.4
ic387,4,41,44.21,-7,5,10.3
ic388,4,41,53.33,-7,18,19.9
ic0388 ned01,4,41,52.42,-7,18,16.7
ic0388 ned02,4,41,54.32,-7,18,23.3
ic389,4,41,59.62,-7,18,41.3
ic390,4,42,3.87,-7,12,23.2
ic391,4,57,21.13,78,11,19.8
ic392,4,46,25.76,3,30,20.0
ic393,4,47,51.8,-15,31,30.7
ic394,4,48,50.71,-6,16,48.7
ic395,4,49,34.03,0,15,10.3
ic396,4,57,58.99,68,19,24.2
ic397,5,1,6.63,40,25,29.6
ic398,4,58,12.56,-7,46,48.9
ic399,5,1,44.01,-4,17,19.5
ic400,5,3,45.64,-15,49,8.7
ic401,5,4,19.64,-10,4,35.5
ic402,5,6,14.83,-9,6,26.7
ic403,5,15,15.69,39,58,19.6
ic404,5,13,19.6,9,45,17.7
ic405,5,16,29.48,34,21,22.2
ic406,5,17,49.0,39,53,9.7
ic407,5,17,42.61,-15,31,24.4
ic408,5,19,44.86,-25,3,51.6
ic409,5,19,33.55,3,19,6.2
ic410,5,22,42.0,33,22,0.0
ic411,5,20,18.61,-25,19,28.2
ic412,5,21,56.7,3,29,11.0
ic413,5,21,58.78,3,28,55.8
ic414,5,21,54.96,3,20,31.3
ic415,5,21,21.63,-15,32,33.3
ic416,5,23,56.38,-17,15,37.5
ic417,5,28,6.0,34,25,26.2
ic418,5,27,28.19,-12,41,50.2
ic419,5,30,52.02,30,7,4.5
ic420,5,32,9.5,-4,30,17.1
ic421,5,32,8.58,-7,55,6.0
ic422,5,32,18.55,-17,13,25.9
ic423,5,33,22.01,-0,36,52.2
ic424,5,33,37.24,-0,24,47.3
ic425,5,37,9.92,32,25,46.8
ic426,5,36,31.38,-0,17,53.9
ic427,5,36,18.02,-6,36,59.2
ic428,5,36,24.21,-6,27,5.6
ic429,5,38,18.86,-7,2,25.8
ic430,5,38,35.97,-7,4,59.2
ic431,5,40,14.03,-1,27,46.1
ic432,5,40,55.98,-1,30,25.2
ic433,5,40,31.35,-11,39,56.1
ic434,5,41,0.88,-2,27,13.6
ic435,5,43,0.57,-2,18,45.4
ic436,5,53,40.08,38,37,29.2
ic437,5,51,37.4,-12,33,53.9
ic438,5,53,0.08,-17,52,33.9
ic439,5,56,39.51,32,1,21.7
ic440,6,19,13.31,80,4,6.5
ic441,6,2,42.63,-12,29,56.9
ic442,6,36,11.89,82,58,5.7
ic443,6,16,37.41,22,31,54.0
ic444,6,18,34.0,23,18,48.0
ic445,6,37,21.25,67,51,35.5
ic446,6,31,6.18,10,27,33.4
ic447,6,31,0.32,9,53,50.8
ic448,6,32,45.34,7,23,19.1
ic449,6,45,41.11,71,20,37.8
ic450,6,52,12.25,74,25,37.5
ic451,6,52,52.01,74,28,50.6
ic452,6,48,39.11,-16,54,5.8
ic453,6,49,11.45,-16,54,24.3
ic454,6,51,6.3,12,55,19.3
ic455,7,34,57.68,85,32,13.9
ic456,7,0,17.54,-30,9,49.6
ic457,7,9,28.4,50,9,9.1
ic458,7,10,34.15,50,7,8.1
ic459,7,10,38.69,50,10,38.4
ic460,7,10,44.27,50,12,8.8
ic461,7,10,45.04,50,4,53.1
ic462,7,10,55.81,50,10,51.0
ic463,7,11,0.89,50,7,3.7
ic464,7,11,4.75,50,8,12.8
ic465,7,11,33.65,50,14,53.7
ic466,7,8,38.8,-4,19,4.8
ic467,7,30,18.39,79,52,21.1
ic468,7,17,19.0,-13,13,7.3
ic469,7,55,59.08,85,9,32.1
ic470,7,23,31.5,46,4,43.2
ic471,7,43,36.45,49,40,3.2
ic472,7,43,50.34,49,36,51.1
ic473,7,42,24.62,9,15,19.0
ic474,7,46,7.31,26,30,18.4
ic475,7,47,9.23,30,29,19.7
ic476,7,47,16.33,26,57,3.5
ic477,7,52,6.93,23,28,58.9
ic478,7,53,41.57,26,29,33.7
ic479,7,54,22.22,27,0,31.8
ic480,7,55,23.19,26,44,36.0
ic481,7,59,2.86,24,9,38.3
ic482,7,59,47.28,25,21,25.1
ic483,7,59,52.38,25,55,31.2
ic484,8,0,1.06,26,39,57.1
ic485,8,0,19.77,26,42,5.2
ic486,8,0,20.98,26,36,48.7
ic487,7,59,7.14,-0,38,16.5
ic488,8,0,49.51,25,54,6.7
ic489,8,1,37.74,25,59,47.0
ic490,8,3,20.12,25,48,41.1
ic491,8,3,55.0,26,31,14.2
ic492,8,5,38.66,26,10,5.5
ic493,8,7,27.59,25,8,2.5
ic494,8,6,24.12,1,2,9.8
ic495,8,8,19.42,9,0,50.0
ic496,8,9,44.16,25,52,53.8
ic497,8,10,6.07,24,55,19.5
ic498,8,9,30.27,5,16,50.5
ic499,8,45,17.3,85,44,24.1
ic500,8,12,39.6,-16,3,2.9
ic501,8,18,47.59,24,32,14.7
ic502,8,22,3.61,8,45,9.4
ic503,8,22,10.68,3,16,5.0
ic504,8,22,41.2,4,15,44.7
ic505,8,23,21.67,4,22,20.9
ic506,8,23,30.73,4,17,58.2
ic507,8,25,2.0,-0,35,29.0
ic508,8,28,22.31,25,7,29.0
ic509,8,32,3.5,24,0,39.3
ic510,8,32,10.6,-2,9,44.0
ic0510 ned01,8,32,10.19,-2,9,43.6
ic0510 ned02,8,32,10.93,-2,9,44.6
ic511,8,40,50.45,73,29,12.0
ic512,9,3,49.83,85,30,6.1
ic513,8,33,5.06,-12,21,20.0
ic514,8,35,22.28,-2,2,49.4
ic515,8,35,31.29,-1,54,4.0
ic516,8,35,50.77,-1,52,16.4
ic517,8,36,22.1,-2,3,20.0
ic518,8,36,6.95,0,41,33.3
ic519,8,40,34.41,2,36,40.8
ic520,8,53,42.26,73,29,27.4
ic521,8,46,43.96,2,32,14.7
ic522,8,54,34.91,57,10,0.2
ic523,8,53,11.32,9,8,53.4
ic524,8,58,12.83,-19,11,30.9
ic525,9,1,22.47,-1,51,14.3
ic526,9,2,40.78,10,50,29.9
ic527,9,9,41.78,37,36,5.7
ic528,9,9,22.55,15,47,46.2
ic529,9,18,32.8,73,45,33.6
ic530,9,15,16.97,11,53,8.5
ic531,9,17,50.81,-0,16,42.5
ic532,9,19,3.76,-16,45,17.8
ic533,9,20,23.4,-3,59,31.3
ic534,9,21,15.45,3,9,4.1
ic535,9,22,16.22,-1,2,25.2
ic536,9,24,40.1,25,6,36.7
ic537,9,25,22.61,-12,23,30.4
ic538,9,27,18.51,23,1,12.4
ic539,9,29,8.24,-2,32,56.9
ic540,9,30,10.33,7,54,9.9
ic541,9,30,30.79,-4,15,13.2
ic542,9,31,6.22,-13,10,52.9
ic543,9,31,9.1,-14,46,21.0
ic544,9,35,53.38,24,53,41.5
ic545,9,36,5.36,24,56,56.2
ic546,9,34,50.24,-16,23,3.9
ic547,9,36,5.79,-12,26,12.2
ic548,9,38,19.3,9,26,45.5
ic549,9,40,43.23,3,57,35.1
ic550,9,40,28.58,-6,56,45.8
ic551,9,41,0.11,6,56,9.9
ic552,9,41,16.57,10,38,49.2
ic553,9,40,45.13,-5,26,7.3
ic554,9,41,56.89,12,17,46.6
ic555,9,41,56.89,12,17,46.6
ic556,9,43,40.38,11,3,39.1
ic557,9,44,2.4,10,59,17.2
ic558,9,45,0.35,29,27,8.3
ic559,9,44,43.89,9,36,54.0
ic560,9,45,53.44,-0,16,5.9
ic561,9,45,58.81,3,8,42.7
ic562,9,46,3.9,-3,58,16.2
ic563,9,46,20.35,3,2,44.1
ic564,9,46,21.08,3,4,16.9
ic565,9,47,50.76,15,51,9.2
ic0565 ned01,9,47,49.67,15,51,7.3
ic0565 ned02,9,47,50.53,15,51,6.8
ic566,9,49,56.39,-0,13,52.9
ic567,9,50,33.78,12,47,5.0
ic568,9,51,8.33,15,43,49.6
ic569,9,51,28.15,10,55,12.2
ic570,9,51,50.98,15,45,20.7
ic571,9,52,31.57,15,46,31.6
ic572,9,52,32.81,15,49,36.7
ic573,9,53,36.17,-12,28,55.6
ic574,9,54,27.03,-6,57,12.2
ic575,9,54,32.93,-6,51,27.2
ic576,9,55,7.04,11,2,22.4
ic577,9,56,3.97,10,29,55.9
ic578,9,56,16.15,10,29,9.9
ic579,9,56,39.42,-13,46,29.6
ic580,9,57,56.7,10,25,56.8
ic581,9,58,11.58,15,56,49.1
ic582,9,59,0.23,17,49,1.7
ic583,9,59,5.08,17,49,17.2
ic584,9,59,5.13,10,21,40.1
ic585,9,59,44.12,12,59,18.9
ic586,9,59,50.3,-6,55,22.2
ic587,10,3,5.17,-2,24,0.1
ic588,10,2,7.04,3,3,27.7
ic589,10,4,23.9,-5,40,44.1
ic590,10,5,50.23,0,37,58.6
ic0590 ned01,10,5,49.83,0,38,0.1
ic0590 ned02,10,5,50.67,0,37,54.5
ic591,10,7,27.69,12,16,28.2
ic592,10,7,58.75,-2,29,50.1
ic593,10,8,18.01,-2,31,36.5
ic594,10,8,32.0,-0,40,0.7
ic595,10,9,38.12,11,0,0.9
ic596,10,10,31.35,10,2,32.6
ic597,10,10,11.96,-6,53,57.3
ic598,10,12,48.57,43,8,43.9
ic599,10,13,12.51,-5,37,44.4
ic600,10,17,10.91,-3,29,52.0
ic601,10,18,15.29,7,2,19.8
ic602,10,18,19.73,7,2,57.5
ic603,10,19,25.05,-5,39,22.2
ic604,10,23,44.66,57,1,36.7
ic605,10,22,24.13,1,11,53.7
ic606,10,23,32.62,10,57,35.0
ic607,10,24,8.58,16,44,30.8
ic608,10,24,21.13,-6,2,21.5
ic609,10,25,35.43,-2,12,54.8
ic610,10,26,28.37,20,13,41.5
ic611,10,26,28.37,20,13,41.5
ic612,10,27,5.86,11,3,17.6
ic613,10,27,7.79,11,0,38.6
ic614,10,26,51.85,-3,27,53.1
ic615,10,27,21.98,11,4,47.9
ic616,10,32,47.56,15,51,39.0
ic617,10,32,43.81,-12,38,14.3
ic618,10,32,45.4,-12,43,2.7
ic619,10,33,49.98,12,52,42.1
ic620,10,33,33.43,11,52,17.0
ic621,10,33,21.04,2,36,58.1
ic622,10,34,42.8,11,11,50.4
ic623,10,35,21.01,3,33,30.2
ic624,10,36,15.18,-8,20,2.2
ic625,10,42,38.05,-23,56,8.2
ic626,10,36,57.1,-7,1,25.9
ic627,10,37,19.89,-3,21,28.1
ic628,10,37,36.19,5,36,13.3
ic629,10,37,2.52,-27,33,54.2
ic630,10,38,33.61,-7,10,13.9
ic631,10,38,58.9,-7,3,8.6
ic632,10,39,11.79,-0,24,34.1
ic633,10,39,24.38,-0,23,21.5
ic634,10,40,54.89,5,59,30.6
ic635,10,41,45.3,15,38,36.0
ic636,10,41,50.59,4,19,50.8
ic637,10,42,21.92,15,21,34.6
ic638,10,43,47.98,15,53,42.5
ic639,10,45,52.02,16,55,49.6
ic640,10,46,50.45,34,46,3.5
ic641,10,47,49.41,34,40,22.2
ic642,10,48,8.13,18,11,19.3
ic643,10,49,27.18,12,12,3.6
ic644,10,51,31.43,55,23,27.5
ic645,10,50,9.35,-6,2,34.4
ic646,10,51,35.18,55,27,57.0
ic647,10,50,34.49,-12,51,17.3
ic648,10,51,0.32,12,17,14.6
ic649,10,50,52.2,1,9,50.0
ic0649 ned01,10,50,52.09,1,9,55.2
ic0649 ned02,10,50,52.2,1,9,42.0
ic650,10,50,40.55,-13,26,31.4
ic651,10,50,58.41,-2,9,1.3
ic652,10,50,57.63,-12,26,54.7
ic653,10,52,6.78,-0,33,38.8
ic654,10,53,50.39,-11,43,32.1
ic655,10,54,22.24,-0,21,53.9
ic656,10,55,8.14,17,36,46.4
ic657,10,57,53.57,-4,54,17.8
ic658,10,58,16.26,8,14,30.0
ic659,10,58,3.86,-6,15,37.9
ic660,10,58,26.66,1,22,58.5
ic661,10,58,51.5,1,39,2.3
ic662,10,59,20.55,1,35,55.8
ic663,11,0,37.27,10,26,13.9
ic664,11,0,45.35,10,33,11.0
ic665,11,0,29.93,-13,52,0.5
ic666,11,1,14.81,10,28,52.0
ic667,11,6,36.55,15,5,19.4
ic668,11,6,39.56,15,2,27.3
ic669,11,7,16.57,6,18,8.9
ic670,11,7,28.81,6,42,51.3
ic671,11,7,31.6,0,46,59.2
ic672,11,8,3.23,-12,29,3.0
ic673,11,9,25.31,-0,5,51.8
ic674,11,11,6.36,43,37,58.8
ic675,11,10,57.36,3,35,39.2
ic676,11,12,39.82,9,3,21.0
ic677,11,13,56.5,12,18,3.9
ic678,11,14,6.38,6,34,37.9
ic679,11,16,36.61,-13,58,19.5
ic680,11,17,54.7,-1,56,47.2
ic681,11,18,31.93,-12,8,24.8
ic682,11,22,14.74,20,12,30.7
ic683,11,21,31.78,2,45,6.5
ic684,11,21,32.87,2,48,37.6
ic685,11,22,6.52,17,45,12.3
ic686,11,23,5.27,5,38,40.8
ic687,11,24,17.33,47,50,51.1
ic688,11,23,40.24,-9,47,44.0
ic689,11,23,38.43,-13,49,52.0
ic690,11,24,20.61,-8,20,31.1
ic691,11,26,44.32,59,9,19.5
ic692,11,25,53.47,9,59,15.0
ic693,11,26,48.62,-5,0,14.4
ic694,11,28,27.3,58,34,42.5
ic695,11,27,58.29,-11,42,55.2
ic696,11,28,39.92,9,5,55.3
ic697,11,28,34.45,-1,37,46.5
ic698,11,29,3.84,9,6,43.4
ic699,11,29,6.49,8,59,18.9
ic700,11,29,15.48,20,35,5.7
ic0700 ned01,11,29,14.16,20,34,52.0
ic0700 ned02,11,29,15.3,20,34,59.4
ic0700 ned03,11,29,16.36,20,35,11.7
ic0700 ned04,11,29,16.7,20,35,16.3
ic701,11,31,0.68,20,28,8.2
ic702,11,30,54.71,-4,55,19.2
ic703,11,30,4.65,-11,32,46.8
ic704,11,30,11.56,-11,32,36.6
ic705,11,32,56.35,50,14,30.7
ic706,11,33,12.62,-13,20,17.0
ic707,11,33,44.64,21,22,48.2
ic708,11,33,59.22,49,3,43.4
ic709,11,34,14.54,49,2,35.4
ic710,11,34,27.41,25,52,35.3
ic711,11,34,46.56,48,57,22.0
ic712,11,34,49.31,49,4,39.7
ic713,11,34,44.22,16,50,48.8
ic714,11,36,30.19,-9,50,48.1
ic715,11,36,54.63,-8,22,38.6
ic0715nw,11,36,54.21,-8,22,32.9
ic0715se,11,36,54.94,-8,22,43.4
ic716,11,39,3.33,-0,12,21.6
ic717,11,38,51.05,-10,35,1.5
ic718,11,39,52.77,8,52,28.3
ic719,11,40,18.51,9,0,35.6
ic720,11,42,22.3,8,46,4.0
ic0720 ned01,11,42,22.3,8,45,55.7
ic0720 ned02,11,42,22.34,8,46,11.5
ic721,11,42,28.88,-8,20,25.2
ic722,11,42,43.76,8,58,27.2
ic723,11,42,57.6,-8,19,57.0
ic724,11,43,34.67,8,56,32.9
ic725,11,43,29.34,-1,40,4.7
ic726,11,43,45.3,33,23,31.0
ic727,11,44,28.6,10,47,1.7
ic728,11,44,50.47,-1,36,4.8
ic729,11,45,18.32,33,20,8.9
ic730,11,45,35.25,3,13,54.6
ic731,11,45,18.08,49,34,13.5
ic732,11,45,59.6,20,26,34.0
ic0732n,11,45,59.43,20,26,49.3
ic0732s,11,45,59.87,20,26,20.1
ic733,11,45,58.56,-8,9,21.0
ic734,11,46,3.8,-8,16,4.0
ic0734 ned01,11,46,3.75,-8,16,15.7
ic0734 ned02,11,46,3.88,-8,15,53.9
ic735,11,48,12.8,13,12,33.8
ic736,11,48,20.12,12,42,59.7
ic737,11,48,27.52,12,43,38.6
ic738,11,48,54.87,-4,40,55.0
ic739,11,51,31.29,23,51,46.3
ic740,11,50,38.94,55,21,13.9
ic741,11,50,31.77,-4,50,9.2
ic742,11,51,2.25,20,47,59.0
ic743,11,53,22.26,-13,15,53.5
ic744,11,54,4.75,23,11,32.0
ic745,11,54,12.27,0,8,11.9
ic746,11,55,35.13,25,53,22.0
ic747,11,57,4.9,-8,17,32.4
ic748,11,57,26.71,7,27,39.4
ic749,11,58,34.05,42,44,2.5
ic750,11,58,52.2,42,43,20.9
ic751,11,58,52.6,42,34,13.2
ic752,11,59,15.0,42,34,0.6
ic753,11,59,12.88,-0,31,25.8
ic754,11,59,23.55,-1,39,16.3
ic755,12,1,10.42,14,6,15.5
ic756,12,2,57.81,4,50,45.1
ic757,12,4,0.78,52,35,17.8
ic758,12,4,11.88,62,30,19.3
ic759,12,5,9.33,20,15,36.0
ic760,12,5,53.51,-29,17,31.5
ic761,12,5,53.7,-12,40,24.0
ic762,12,8,11.96,25,45,25.7
ic763,12,8,15.31,25,48,41.4
ic764,12,10,14.19,-29,44,12.5
ic765,12,10,30.97,16,8,6.7
ic766,12,10,53.6,-12,39,18.9
ic767,12,11,2.73,12,6,14.4
ic768,12,11,47.62,12,8,37.4
ic769,12,12,32.33,12,7,25.7
ic770,12,13,2.33,-4,33,12.1
ic771,12,15,13.24,13,11,4.3
ic772,12,15,15.89,23,57,29.4
ic773,12,18,8.09,6,8,22.4
ic774,12,18,51.26,-6,45,59.6
ic775,12,18,53.67,12,54,45.6
ic776,12,19,2.9,8,51,22.0
ic777,12,19,23.76,28,18,35.8
ic778,12,14,22.05,56,0,41.2
ic779,12,19,38.73,29,52,59.5
ic780,12,19,58.38,25,46,18.1
ic781,12,20,3.3,14,57,41.5
ic782,12,21,36.97,5,45,56.7
ic783,12,21,38.79,15,44,42.4
ic784,12,22,30.05,-4,39,9.7
ic785,12,23,2.08,-13,13,25.1
ic786,12,23,10.95,-13,12,16.8
ic787,12,25,25.12,16,7,27.1
ic788,12,26,7.15,16,10,51.6
ic789,12,26,20.52,7,27,36.6
ic790,12,26,35.5,9,2,7.7
ic791,12,26,59.48,22,38,22.5
ic792,12,27,8.77,16,19,31.4
ic793,12,28,15.93,9,26,10.3
ic794,12,28,8.61,12,5,35.9
ic795,12,28,31.34,23,18,17.8
ic796,12,29,26.35,16,24,17.2
ic797,12,31,54.76,15,7,26.2
ic798,12,32,33.41,15,24,55.4
ic799,12,33,49.9,-7,22,32.0
ic800,12,33,56.66,15,21,17.4
ic801,12,33,44.95,52,15,17.3
ic802,12,35,57.63,74,18,4.8
ic803,12,39,37.01,16,35,16.9
ic0803 ned01,12,39,35.86,16,35,16.2
ic0803 ned02,12,39,37.51,16,35,18.7
ic804,12,41,15.97,-5,0,32.8
ic805,12,41,25.45,13,43,46.3
